SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
1453,BioScience Ayurvedic (Ay),Caspo,Liquid,Bhimras,AY-114-A-026
1454,BioScience Ayurvedic (Ay),Silion,Capsule,Guduchydi Louha,AY-114-A-027
1455,BioScience Ayurvedic (Ay),Hepanex,Capsule,Jakridari Louha,AY-114-A-028
1456,BioScience Ayurvedic (Ay),Aspanex,Capsule,Ashwagandha,AY-114-A-029
1457,BioScience Ayurvedic (Ay),Bio-Chirata,Capsule,Chirata,AY-114-A-030
1458,BioScience Ayurvedic (Ay),Gincer,Capsule,Ginkgo Biloba,AY-114-A-031
1459,BioScience Ayurvedic (Ay),Sunforte,Capsule,Asparagus,AY-114-A-032
1460,BioScience Ayurvedic (Ay),Sunforte,Liquid,Asparagus,AY-114-A-032
1461,BioScience Ayurvedic (Ay),Silimar,Liquid,Milk Thistle,AY-114-A-034
1462,BioScience Ayurvedic (Ay),Sybex,Liquid,Hwema Bark Drink,AY-114-A-035
1463,BioScience Ayurvedic (Ay),BS-Lichaton,Liquid,Amritastak Kwath,AY-114-A-051
1464,BioScience Ayurvedic (Ay),Favoton,Liquid,Aswagandadi Kwath,AY-114-A-052
1465,BioScience Ayurvedic (Ay),Lecopas,Liquid,Abala Sudha,AY-114-A-053
1466,BioScience Ayurvedic (Ay),BS-Fertex,Liquid,Upasam,AY-114-A-054
1467,BioScience Ayurvedic (Ay),Hepasab,Liquid,Kalameghasav,AY-114-A-055
1468,BioScience Ayurvedic (Ay),BS-Fantoz,Liquid,Brihat Batnasini,AY-114-A-056
1469,BioScience Ayurvedic (Ay),BS-Hemofex,Liquid,Manjisthasav,AY-114-A-057
1470,BioScience Ayurvedic (Ay),BS-Fertis,Capsule,Cowhage,AY-114-A-058
1471,BioScience Ayurvedic (Ay),BS-Casfit,Capsule,Thankuni,AY-114-A-059
1472,BioScience Ayurvedic (Ay),Biofort,Capsule,Wild Carrot,AY-114-A-060
1473,BioScience Ayurvedic (Ay),Ayumax,Capsule,Sage (Bhui Tulsi),AY-114-A-061
1474,BioScience Ayurvedic (Ay),BS-Anar,Capsule,Water Cress,AY-114-A-062
1475,BioScience Ayurvedic (Ay),BS-Khurma,Semi-Solid,Sukrasanjibani Modak,AY-114-A-063
1476,BioScience Ayurvedic (Ay),Sanji Modak,Semi-Solid,Sanjiban Modak,AY-114-A-064
1477,BioScience Ayurvedic (Ay),BS-Ganolax,Powder,Nagbaladya Churna,AY-114-A-065
1478,Biotech Pharmaceuticals (Ay),Balarista,Liquid,Balarista,AY-68-A-001
1479,Biotech Pharmaceuticals (Ay),Mustakarista,Liquid,Mustakarista,AY-68-A-002
1480,Biotech Pharmaceuticals (Ay),Bsok,Liquid,Vasakarista / Vasakasav,AY-68-A-003
1481,Biotech Pharmaceuticals (Ay),Biotil,Liquid,BrahmiRasayan / Sarswatarista,AY-68-A-004
1482,Biotech Pharmaceuticals (Ay),Diodil,Liquid,Vidangarista,AY-68-A-005
1483,Biotech Pharmaceuticals (Ay),Biosina,Capsule,Nabayas Louha,AY-68-A-006
1484,Biotech Pharmaceuticals (Ay),Bioga,Capsule,Ratibilas Bati,AY-68-A-007
1485,Biotech Pharmaceuticals (Ay),Lesbo,Capsule,Lilabilas,AY-68-A-008
1486,Biotech Pharmaceuticals (Ay),Diatis,Capsule,Bahu Mutrantak Ras,AY-68-A-009
1487,Biotech Pharmaceuticals (Ay),Biovian,Liquid,Chandanasav,AY-68-A-010
1488,Biotech Pharmaceuticals (Ay),Bioleu,Liquid,Patrangasav,AY-68-A-011
1489,Biotech Pharmaceuticals (Ay),Biocar,Liquid,Kalameghasav,AY-68-A-012
1490,Biotech Pharmaceuticals (Ay),Ginkolet,Capsule,Ginkgo Biloba,AY-68-A-013
1491,Biotech Pharmaceuticals (Ay),Livarip,Capsule,Milk Thistle 70 mg,AY-68-A-014
1492,Biotech Pharmaceuticals (Ay),Siplin,Capsule,Spirulina,AY-68-A-015
1493,Biotech Pharmaceuticals (Ay),Panexgin,Capsule,Panax Ginseng,AY-68-A-016
1494,Biotech Pharmaceuticals (Ay),Pilrep,Capsule,Arshahara Bati,AY-68-A-017
1495,Biotech Pharmaceuticals (Ay),Nespical,Capsule,Sulantak Churna / Shankhadi Churna,AY-68-A-018
1496,Biotech Pharmaceuticals (Ay),Brenolia,Capsule,Saraswata Churna,AY-68-A-019
1497,Biotech Pharmaceuticals (Ay),Rupol,Capsule,Shibani Bati,AY-68-A-020
1498,Bitas Pharmaceuticals (Ayurvedic),Diska,Liquid,Kalameghasav,AY-213-A-001
1499,Bitas Pharmaceuticals (Ayurvedic),Bidoka,Liquid,Mustakarista,AY-213-A-002
1500,Bitas Pharmaceuticals (Ayurvedic),Tynet,Liquid,Dasamularista,AY-213-A-003
1501,Bitas Pharmaceuticals (Ayurvedic),Bhimled,Liquid,Bhimras,AY-213-A-004
1502,Bitas Pharmaceuticals (Ayurvedic),Bisan,Liquid,Chandanasav,AY-213-A-005
1503,Bitas Pharmaceuticals (Ayurvedic),Sweeton-M,Liquid,Balarista,AY-213-A-006
1504,Bitas Pharmaceuticals (Ayurvedic),PS-B,Liquid,Patrangasav,AY-213-A-007
1505,Bitas Pharmaceuticals (Ayurvedic),Ston,Liquid,Saribadyarista,AY-213-A-008
1506,Bitas Pharmaceuticals (Ayurvedic),Ruchika,Liquid,Amalaki Rasayan,AY-213-A-009
1507,Bitas Pharmaceuticals (Ayurvedic),Poplet,Liquid,Aswagandharista,AY-213-A-010
1508,Bitas Pharmaceuticals (Ayurvedic),Tax-B,Liquid,Vasakarista / Vasakasav,AY-213-A-011
1509,Bitas Pharmaceuticals (Ayurvedic),Qurist,Liquid,Ashokarista,AY-213-A-012
1510,Bitas Pharmaceuticals (Ayurvedic),CalTas,Capsule,Horsetail,AY-213-A-014
1511,Bitas Pharmaceuticals (Ayurvedic),LinTas,Capsule,Spirulina,AY-213-A-015
1512,Bitas Pharmaceuticals (Ayurvedic),WinTas,Capsule,Ashwagandha,AY-213-A-016
1513,Bitas Pharmaceuticals (Ayurvedic),ZinTas,Capsule,Ginger,AY-213-A-017
1514,Bitas Pharmaceuticals (Ayurvedic),Ginseng,Capsule,Ginseng,AY-213-A-018
1515,Bitas Pharmaceuticals (Ayurvedic),Lotas,Capsule,Chirata,AY-213-A-019
1516,Bitas Pharmaceuticals (Ayurvedic),TubiTas,Capsule,Artichoke,AY-213-A-020
1517,Bitas Pharmaceuticals (Ayurvedic),AnTas,Capsule,Cowhage,AY-213-A-021
1518,Bitas Pharmaceuticals (Ayurvedic),SoTas,Capsule,Chinese Rhubarb (China Raucini),AY-213-A-022
1519,Bitas Pharmaceuticals (Ayurvedic),Astragalus,Capsule,Astragalus,AY-213-A-023
1520,Bless Laboratories (Ay),Sido-B,Liquid,Balarista,AY-18-A-001
1521,Bless Laboratories (Ay),Arjunarista,Liquid,Arjunarista,AY-18-A-002
1522,Bless Laboratories (Ay),Himolin,Liquid,Louhasav,AY-18-A-003
1523,Bless Laboratories (Ay),Veskof,Liquid,Vasakarista / Vasakasav,AY-18-A-004
1524,Bless Laboratories (Ay),Fivorex,Liquid,Amritarista,AY-18-A-005
1525,Bless Laboratories (Ay),Dyslpco,Liquid,Patrangasav,AY-18-A-006
1526,Bless Laboratories (Ay),Hepalin,Liquid,Rohitakarista,AY-18-A-007
1527,Bless Laboratories (Ay),Alacid,Liquid,Amalaki Rasayan,AY-18-A-008
1528,Bless Laboratories (Ay),Mustakarista,Liquid,Mustakarista,AY-18-A-009
1529,Bless Laboratories (Ay),Skinosol,Liquid,Saribadyarista,AY-18-A-010
1530,Bless Laboratories (Ay),Sandarex,Liquid,Chandanasav,AY-18-A-011
1531,Bless Laboratories (Ay),Nergo-X,Liquid,Sanjivani Rasayan,AY-18-A-012
1532,Bless Laboratories (Ay),Nutria,Liquid,Dasamularista,AY-18-A-013
1533,Bodies Laboratories (Ayurvedic),Amritarista,Syrup,Amritarista,AY-54-A-001
1534,Bodies Laboratories (Ayurvedic),Amalaki Rasayan,Syrup,Amalaki Rasayan,AY-54-A-002
1535,Bodies Laboratories (Ayurvedic),Kutajarista,Syrup,Kutajarista,AY-54-A-003
1536,Bodies Laboratories (Ayurvedic),Chandanasav,Syrup,Chandanasav,AY-54-A-004
1537,Bodies Laboratories (Ayurvedic),Dasamularista,Syrup,Dasamularista,AY-54-A-005
1538,Bodies Laboratories (Ayurvedic),Patrangasav,Syrup,Patrangasav,AY-54-A-006
1539,Bodies Laboratories (Ayurvedic),Balarista,Syrup,Balarista,AY-54-A-007
1540,Bodies Laboratories (Ayurvedic),Vasakarista,Syrup,Vasakarista / Vasakasav,AY-54-A-008
1541,Bodies Laboratories (Ayurvedic),Aswagandharista,Syrup,Aswagandharista,AY-54-A-009
1542,Bodies Laboratories (Ayurvedic),Draksharista,Syrup,Draksharista,AY-54-A-010
1543,Bodies Laboratories (Ayurvedic),Mustakarista,Syrup,Mustakarista,AY-54-A-011
1544,Bodies Laboratories (Ayurvedic),Rohitakarista,Syrup,Rohitakarista,AY-54-A-012
1545,Bodies Laboratories (Ayurvedic),Louhasav,Syrup,Louhasav,AY-54-A-013
1546,Brothers Laboratories (Ay),NEVITONE,Liquid,Chandanasav,AY-107-A-001
1547,Brothers Laboratories (Ay),BL-LOUHASAB,Liquid,Louhasav,AY-107-A-002
1548,Brothers Laboratories (Ay),BL-BASAKARISTA,Liquid,Vasakarista / Vasakasav,AY-30-A-003
1549,Brothers Laboratories (Ay),LIVON,Liquid,Rohitakarista,AY-107-A-004
1550,Brothers Laboratories (Ay),B-AMLAKI,Liquid,Amalaki Rasayan,AY-107-A-005
1551,Brothers Laboratories (Ay),B-ZOIN-ARQ,Liquid,Jamani Arka,AY-107-A-006
1552,Brothers Laboratories (Ay),BL-CHYBANPRASH,Liquid,Chyabanprash,AY-107-A-008
1553,Brothers Laboratories (Ay),BROZYL,Liquid,Kutajarista,AY-107-A-009
1554,Brothers Laboratories (Ay),LECONIL,Liquid,Ashokarista,AY-107-A-010
1555,Brothers Laboratories (Ay),SERINA,Liquid,Saribadyasav,AY-107-A-011
1556,Brothers Laboratories (Ay),BRITONE,Liquid,BrahmiRasayan / Sarswatarista,AY-107-A-012
1557,Brothers Laboratories (Ay),ODENOVA,Liquid,Punarnavasav,AY-107-A-014
1558,Brothers Laboratories (Ay),ASMALEX,Liquid,Kanakasav,AY-107-A-015
1559,Brothers Laboratories (Ay),PROTOVIT,Liquid,Balarista,AY-107-A-016
1560,Brothers Laboratories (Ay),BL-KALMEGHASAB,Liquid,Kalameghasav,AY-107-A-017
1561,Brothers Laboratories (Ay),PREMULANT,Liquid,Mustakarista,AY-107-A-018
1562,C P H D Ayurvedic Ltd.,Agrosol,Liquid,Chandanasav,AY-02-A-003
1563,C P H D Ayurvedic Ltd.,Neuved,Liquid,Balarista,AY-02-A-004
1564,C P H D Ayurvedic Ltd.,Puroved,Liquid,Saribadyasav,AY-02-A-005
1565,C P H D Ayurvedic Ltd.,Chyawanpro,Semi-Solid,Chyabanprash,AY-02-A-006
1566,C P H D Ayurvedic Ltd.,Hojmisalt,Powder,Vaskar Lavan,AY-02-A-008
1567,C P H D Ayurvedic Ltd.,Fempro,Liquid,Patrangasav,AY-02-A-009
1568,C P H D Ayurvedic Ltd.,Femived,Liquid,Ashokarista,AY-02-A-010
1569,C P H D Ayurvedic Ltd.,Dashamul,Liquid,Dasamularista,AY-02-A-001
1570,C P H D Ayurvedic Ltd.,Iroved,Liquid,Louhasav,AY-02-A-002
1571,C P H D Ayurvedic Ltd.,Arjunpro,Liquid,Arjunarista,AY-02-A-007
1572,C P H D Ayurvedic Ltd.,Rheasol,Liquid,Kutajarista,AY-02-A-011
1573,C P H D Ayurvedic Ltd.,Czycof,Liquid,Vasakarista / Vasakasav,AY-02-A-012
1574,C P H D Ayurvedic Ltd.,Stress-X,Capsule,Ashwagandha,AY-02-A-013
1575,C P H D Ayurvedic Ltd.,Diabetex,Capsule,Jambolan / Syzygium,AY-02-A-014
1576,C P H D Ayurvedic Ltd.,Maxorub,Oil (Liquid),Batrakhashi Taila,AY-02-A-015
1577,C P H D Ayurvedic Ltd.,Rajtel,Oil (Liquid),Mahabhringaraj Taila,AY-02-A-016
1578,C P H D Ayurvedic Ltd.,ArthoMax,Oil (Liquid),Ambatari Taila,AY-02-A-017
1579,C P H D Ayurvedic Ltd.,Meghasol,Liquid,Kalameghasav,AY-2-A-018
1580,C P H D Ayurvedic Ltd.,Therafev,Liquid,Amritarista,AY-2-A-019
1581,C P H D Ayurvedic Ltd.,Shashcof,Liquid,Kanakasav,AY-2-A-020
1582,C P H D Ayurvedic Ltd.,Sanjivani,Liquid,Sanjivani Rasayan,AY-2-A-021
1583,C P H D Ayurvedic Ltd.,Amlarosh,Liquid,Amalaki Rasayan,AY-2-A-022
1584,C P H D Ayurvedic Ltd.,Munoved,Liquid,Jirakadyarista / Jirakarista,AY-2-A-023
1585,C P H D Ayurvedic Ltd.,Arthosol,Liquid,Prasarani Sandhan,AY-2-A-024
1586,C P H D Ayurvedic Ltd.,Pileved,Liquid,Abhayarista,AY-2-A-025
1587,C P H D Ayurvedic Ltd.,Livaved,Liquid,Rohitakarista,AY-2-A-026
1588,C P H D Ayurvedic Ltd.,Centripro,Liquid,Mustakarista,AY-2-A-027
1589,C P H D Ayurvedic Ltd.,Memoroved,Liquid,BrahmiRasayan / Sarswatarista,AY-2-A-028
1590,C P H D Ayurvedic Ltd.,Relaxved,Liquid,Aswagandharista,AY-2-A-029
1591,C P H D Ayurvedic Ltd.,Vitasol,Capsule,Sotamul,AY-2-A-030
1592,C P H D Ayurvedic Ltd.,Turbosol,Capsule,Cowhage,AY-2-A-031
1593,C P H D Ayurvedic Ltd.,Chirotaved,Capsule,Chirata,AY-2-A-032
1594,C P H D Ayurvedic Ltd.,Thanved,Capsule,Thankuni 500 mg,AY-2-A-033
1595,C P H D Ayurvedic Ltd.,Neempro,Capsule,Neem,AY-2-A-034
1596,C P H D Ayurvedic Ltd.,Ghum,Capsule,Nidrakar Bati,AY-2-A-035
1597,C P H D Ayurvedic Ltd.,Hyperix,Capsule,Nibaran Bati / Sarpagandha Ghana Bati,AY-2-A-036
1598,C P H D Ayurvedic Ltd.,Progas,Capsule,Mahagni Bati,AY-2-A-037
1599,Chemist Herbal Care (Ay),Super bilash,Capsule,Ratibilas Bati,AY-109-A-005
1600,Chemist Herbal Care (Ay),Jouban Plus,Capsule,Joubansatadal,AY-109-A-006
1601,Chemist Herbal Care (Ay),Shila,Capsule,Shilajut Batika,AY-109-A-007
1602,Chemist Herbal Care (Ay),Aravindasav,Liquid,Aravindasav,AY-109-A-008
1603,Chemist Herbal Care (Ay),Syrit,Liquid,Saribadyarista,AY-109-A-009
1604,Chemist Herbal Care (Ay),Chandana,Liquid,Chandanasav,AY-109-A-010
1605,Chemist Herbal Care (Ay),Amlyan,Liquid,Amalaki Rasayan,AY-109-A-011
1606,Chemist Herbal Care (Ay),Prodornash,Liquid,Patrangasav,AY-109-A-012
1607,Chemist Herbal Care (Ay),Levag,Liquid,Kalameghasav,AY-109-A-013
1608,Chemist Herbal Care (Ay),Chemist Ava,Liquid,Abhayarista,AY-109-A-014
1609,Chemist Herbal Care (Ay),Bioungal,Liquid,Dadru Dalan,AY-109-A-015
1610,Chemist Herbal Care (Ay),Amlanash,Capsule,Amlapittantak Louha,AY-109-A-016
1611,Chemist Herbal Care (Ay),Kutozoa,Liquid,Kutajarista,AY-109-A-017
1612,Chemist Herbal Care (Ay),Chemist Chabanprash,Semi-Solid,Chyabanprash,AY-109-A-018
1613,Chemist Herbal Care (Ay),Goutee,Oil (Liquid),Batrakhashi Taila,AY-109-A-019
1614,Chemist Herbal Care (Ay),Rocky,Oil (Liquid),Maha Chandanadi Taila,AY-109-A-020
1615,Chemist Herbal Care (Ay),Sugol,Oil (Liquid),Sriparni Taila,AY-109-A-021
1616,Chemist Herbal Care (Ay),Gascure,Liquid,Mustakarista,AY-109-A-004
1617,Chemist Herbal Care (Ay),Balarist,Liquid,Balarista,AY-109-A-003
1618,Chemist Herbal Care (Ay),Elever,Liquid,Rohitakarista,AY-109-A-001
1619,Chemist Herbal Care (Ay),Leucoplex,Liquid,Ashokarista,AY-109-A-002
1620,Chistia Ayurvedic Laboratories,Dadru Dalan,Liquid,Dadru Dalan,AY-9-A-1
1621,Chistia Ayurvedic Laboratories,Saribadi,Liquid,Saribadi,AY-9-A-2
1622,Chistia Ayurvedic Laboratories,Dasmularista,Liquid,Dasamularista,AY-9-A-3
1623,Chistia Ayurvedic Laboratories,Brihat Kasishadya Tila,Oil (Liquid),Brihat Kasishadya Tila,AY-9-A-4
1624,Chistia Ayurvedic Laboratories,Darshan Sankar Churna,Powder,Dashan Sanskar Churna,AY-9-A-5
1625,Chistia Ayurvedic Laboratories,Gandhak Malam,Malam,Gandhakadi Malahar / Gandhak Malam,AY-9-A-6
1626,Chittagong Ayurvedic Aushadhalaya,Dasamularista,Syrup,Dasamularista,AY-134-A-1
1627,Chittagong Ayurvedic Aushadhalaya,Chandanasav,Syrup,Chandanasav,AY-134-A-2
1628,Chittagong Ayurvedic Aushadhalaya,Ashokarista,Syrup,Ashokarista,AY-134-A-3
1629,Chittagong Ayurvedic Aushadhalaya,Amalaki Rasayan,Syrup,Amalaki Rasayan,AY-134-A-4
1630,Chittagong Ayurvedic Aushadhalaya,Patrangasav,Syrup,Patrangasav,AY-134-A-5
1631,Chittagong Ayurvedic Aushadhalaya,Jambadyrista,Syrup,Jambadyarista,AY-134-A-6
1632,Chittagong Ayurvedic Aushadhalaya,Aswagandharista,Syrup,Aswagandharista,AY-134-A-7
1633,Chittagong Ayurvedic Aushadhalaya,Kutajarista,Syrup,Kutajarista,AY-134-A-8
1634,Chittagong Ayurvedic Aushadhalaya,Draksharista,Syrup,Draksharista,AY-134-A-9
1635,Chittagong Ayurvedic Aushadhalaya,Amritarista,Syrup,Amritarista,AY-134-A-10
1636,Chittagong Ayurvedic Aushadhalaya,Prasarani Sandhan,Syrup,Prasarani Sandhan,AY-134-A-11
1637,Chittagong Ayurvedic Aushadhalaya,Brahmi Rasayan,Syrup,BrahmiRasayan / Sarswatarista,AY-134-A-12
1638,Chittagong Ayurvedic Aushadhalaya,Jirakadyarista,Syrup,Jirakadyarista / Jirakarista,AY-134-A-13
1639,Chittagong Ayurvedic Aushadhalaya,Maha Draksharista,Syrup,Maha Draksharista,AY-134-A-14
1640,Chittagong Ayurvedic Aushadhalaya,Saribadyarista,Syrup,Saribadyarista,AY-134-A-15
1641,Chittagong Ayurvedic Aushadhalaya,Lakshanarista,Syrup,Lakshanarista,AY-134-A-16
1642,Confidance Laboratories (Ay),Aswagandharista,Liquid,Aswagandharista,AY-104-A-2
1643,Confidance Laboratories (Ay),Rohitkarista,Liquid,Rohitakarista,AY-104-A-2
1644,Confidance Laboratories (Ay),Sidha Makardwaja,Liquid,Sidha Makardwaja,AY-104-A-3
1645,Confidance Laboratories (Ay),Balarista,Liquid,Balarista,AY-104-A-4
1646,Confidance Laboratories (Ay),Mustakarista,Liquid,Mustakarista,AY-104-A-5
1647,Confidance Laboratories (Ay),Patrangasav,Liquid,Patrangasav,AY-104-A-6
1648,Desh Laboratories Ayurvedic,Amritarista,Liquid,Amritarista,AY-98-A-023
1649,Desh Laboratories Ayurvedic,Vasaka,Liquid,Vasaka / Jastishia,AY-98-A-024
1650,Desh Laboratories Ayurvedic,Aswagandharista,Liquid,Aswagandharista,AY-98-A-025
1651,Desh Laboratories Ayurvedic,Bhimras,Liquid,Bhimras,AY-98-A-026
1652,Desh Laboratories Ayurvedic,Pudina,Liquid,Pipermint/Pudina,AY-98-A-027
1653,Desh Laboratories Ayurvedic,Abala Sudha,Liquid,Abala Sudha,AY-98-A-028
1654,Desh Laboratories Ayurvedic,Jambadyarista,Liquid,Jambadyarista,AY-98-A-029
1655,Desh Laboratories Ayurvedic,Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-98-A-030
1656,Desh Laboratories Ayurvedic,Saribadyarista,Liquid,Saribadyarista,AY-98-A-031
1657,Desh Laboratories Ayurvedic,Dasamularista,Liquid,Dasamularista,AY-98-A-032
1658,Desh Laboratories Ayurvedic,Mahagni Bati,Capsule,Mahagni Bati,AY-98-A-033
1659,Desh Laboratories Ayurvedic,Adha/Ginger,Capsule,Ginger,AY-98-A-034
1660,Desh Laboratories Ayurvedic,Aswagandha,Capsule,Aswagandha,AY-98-A-035
1661,Desh Laboratories Ayurvedic,Thankuni,Capsule,Thankuni,AY-98-A-036
1662,Desh Laboratories Ayurvedic,Alkushi,Capsule,Cowhage,AY-98-A-037
1663,Desh Laboratories Ayurvedic,Nishindha,Capsule,Negundu/Vitex,AY-98-A-038
1664,Desh Laboratories Ayurvedic,Syzgium,Capsule,Syzygium,AY-98-A-039
1665,Desh Laboratories Ayurvedic,Neem,Capsule,Neem,AY-98-A-040
1666,Desh Laboratories Ayurvedic,Garlic,Capsule,Garlic,AY-98-A-041
1667,Desh Laboratories Ayurvedic,Haritaki Khanda,Liquid,Haritaki Khanda / Amrita Haritaki,AY-98-A-042
1668,Devine Pharmaceuticals (Ay),Leuco-D,Liquid,Ashokarista,AY-45-A-002
1669,Devine Pharmaceuticals (Ay),Admolom,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-45-A-004
1670,Devine Pharmaceuticals (Ay),Bilton,Liquid,Rohitakarista,AY-45-A-005
1671,Devine Pharmaceuticals (Ay),S-Gold,Capsule,Brihat Chandrodaya Makardwaja,AY-45-A-007
1672,Devine Pharmaceuticals (Ay),Nem Plus,Capsule,Nimbadi Churna,AY-45-A-008
1673,Devine Pharmaceuticals (Ay),Cap-Ra,Capsule,Bridhyadaradya Louha,AY-45-A-009
1674,Devine Pharmaceuticals (Ay),S-Plus,Capsule,Kamini Vidravan Ras,AY-45-A-010
1675,Devine Pharmaceuticals (Ay),D-Pep,Tablet,Bhubaneswar,AY-45-A-011
1676,Devine Pharmaceuticals (Ay),Cap-Liv,Capsule,Pittantak Ras,AY-45-A-012
1677,Devine Pharmaceuticals (Ay),SKD-Gold,Capsule,Joubansatadal,AY-45-A-013
1678,Devine Pharmaceuticals (Ay),AD-V,Capsule,Brihat Purnachandra Ras,AY-45-A-014
1679,Devine Pharmaceuticals (Ay),Borotab,Capsule,Eladi Gudika,AY-45-A-015
1680,Devine Pharmaceuticals (Ay),Kurchi Tab,Tablet,Kutajaghana Bati/Kutaja Bati,AY-45-A-016
1681,Devine Pharmaceuticals (Ay),Uritab,Capsule,Chandrangshu Ras,AY-45-A-017
1682,Devine Pharmaceuticals (Ay),Neurotab,Capsule,Panchamrita Louha Guggulu,AY-45-A-018
1683,Devine Pharmaceuticals (Ay),Toneup,Capsule,Puspadhanva,AY-45-A-019
1684,Devine Pharmaceuticals (Ay),Ltab,Capsule,Pradarari Ras,AY-45-A-020
1685,Devine Pharmaceuticals (Ay),Restovine,Semi-Solid,Chyabanprash,AY-45-A-021
1686,Devine Pharmaceuticals (Ay),Stimula,Capsule,Swarna Banga,AY-45-A-022
1687,Devine Pharmaceuticals (Ay),Dico,Liquid,Vasakarista / Vasakasav,AY-45-A-023
1688,Devine Pharmaceuticals (Ay),HV Tone,Liquid,Upasam,AY-45-A-024
1689,Devine Pharmaceuticals (Ay),Dvtone,Liquid,Balarista,AY-45-A-025
1690,Devine Pharmaceuticals (Ay),Dapsy,Liquid,Amritarista,AY-45-A-026
1691,Devine Pharmaceuticals (Ay),DM Cure,Tablet,Bahu Mutrantak Ras,AY-45-A-027
1692,Devine Pharmaceuticals (Ay),HD Care,Liquid,Arjunarista,AY-45-A-028
1693,Devine Pharmaceuticals (Ay),Dinil,Liquid,Jambadyarista,AY-45-A-029
1694,Devine Pharmaceuticals (Ay),Pex,Liquid,Mustakarista,AY-45-A-030
1695,Dhaka Harbic Lab (Ay),Krimi Mudgar Ras,Tablet,Krimi Mudgar Ras,AY-118-A-001
1696,Dider Laboratories (Ayurvedic),Menudex,Liquid,Patrangasav,AY-24-A-001
1697,Dider Laboratories (Ayurvedic),Durinex,Liquid,Chandanasav,AY-24-A-002
1698,Dider Laboratories (Ayurvedic),Dutal,Liquid,Draksharista,AY-24-A-003
1699,Dider Laboratories (Ayurvedic),Joubon-X,Tablet,Joubansatadal,AY-24-A-015
1700,Dider Laboratories (Ayurvedic),Bathac,Tablet,Brihat Bat Chintamani,AY-24-A-016
1701,Dider Laboratories (Ayurvedic),No-Leku,Tablet,Pradarari Ras,AY-24-A-017
1702,Dider Laboratories (Ayurvedic),Ministrodex,Tablet,Raja Prabartini Bati,AY-24-A-018
1703,Dider Laboratories (Ayurvedic),Zero-dia,Tablet,Bahu Mutrantak Ras,AY-24-A-019
1704,Dider Laboratories (Ayurvedic),Ministro Cure,Syrup,Ashokarista,AY-24-A-020
1705,Dider Laboratories (Ayurvedic),Hidex,Tablet,Kamini Vidravan Ras,AY-24-A-021
1706,Dider Laboratories (Ayurvedic),Maximum,Tablet,Ananga Kusumakar Ras,AY-24-A-022
1707,Dider Laboratories (Ayurvedic),Cascaria,Tablet,Amrakhashi,AY-24-A-023
1708,Dider Laboratories (Ayurvedic),Vermicide,Tablet,Krimighatini Batika,AY-24-A-024
1709,Dider Laboratories (Ayurvedic),Diminofen,Tablet,Tripurari Ras,AY-24-A-025
1710,Dider Laboratories (Ayurvedic),Dxzim-Vit,Tablet,Jogendra Ras,AY-24-A-026
1711,Dider Laboratories (Ayurvedic),Hazam,Capsule,Mritunjoy Ras,AY-24-A-027
1712,Dider Laboratories (Ayurvedic),Uro-Plus,Capsule,Saraswata Churna,AY-24-A-028
1713,Dider Laboratories (Ayurvedic),Gasotak,Capsule,Amlapittantak Ras,AY-24-A-029
1714,Dider Laboratories (Ayurvedic),Pathical,Capsule,Brihat Vat Gajangkush,AY-24-A-030
1715,Dider Laboratories (Ayurvedic),Purnoras,Capsule,Brihat Purnachandra Ras,AY-24-A-031
1716,Dider Laboratories (Ayurvedic),High-X,Capsule,Ratibilas Bati,AY-24-A-032
1717,Dider Laboratories (Ayurvedic),Diploplex-D,Liquid,Balarista,AY-024-A-005
1718,Dider Laboratories (Ayurvedic),Dx-P-Roshon,Liquid,Dasamularista,AY-024-A-004
1719,Dider Laboratories (Ayurvedic),AC-Cure,Liquid,Amalaki Rasayan,AY-024-A-006
1720,Dider Laboratories (Ayurvedic),Dep-Ton,Liquid,Aswagandharista,AY-024-A-007
1721,Dider Laboratories (Ayurvedic),Rijonacad,Liquid,Arjunarista,AY-024-A-008
1722,Dider Laboratories (Ayurvedic),Hormo-D,Liquid,Sanjivani Rasayan,AY-024-A-009
1723,Dider Laboratories (Ayurvedic),P-Mases Oil,Oil (Liquid),Maha Chandanadi Taila,AY-024-A-010
1724,Dider Laboratories (Ayurvedic),Ayucid,Liquid,Abhayarista,AY-024-A-011
1725,Dider Laboratories (Ayurvedic),Sanji Plus,Semi-Solid,Sukrasanjibani Modak,AY-024-A-012
1726,Dider Laboratories (Ayurvedic),Chabon Prash-D,Semi-Solid,Chyabanprash,AY-024-A-013
1727,Dider Laboratories (Ayurvedic),Sadaskin,Liquid,Saribadyarista,AY-024-A-014
1728,Dider Laboratories (Ayurvedic),Max Gineseng,Liquid,Ginseng,AY-24-A-039
1729,Dider Laboratories (Ayurvedic),D-Siblin,Powder,Ispaghula Husk,AY-24-A-037
1730,Dider Laboratories (Ayurvedic),Intense-D,Oil (Liquid),Shri Gopal Taila,AY-24-A-036
1731,Dider Laboratories (Ayurvedic),Pharmaton-30,Liquid,Bhimras,AY-24-A-040
1732,Dider Laboratories (Ayurvedic),D-Bajikoron,Liquid,Mritasanjibani (Bajikaran),AY-24-A-044
