SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
249,Bexter Herbal & Nutraceuticals (Herbal),Ultrabio,Capsule,Lactobacillus Fermentum (CECT5716),020-092-94
250,Bexter Herbal & Nutraceuticals (Herbal),Hyaron-50,Capsule,Hyaluronic Acid,020-093-94
251,Bexter Herbal & Nutraceuticals (Herbal),Alcare-N,Tablet,Biotin,020-094-94
252,Bexter Herbal & Nutraceuticals (Herbal),O-Care,Tablet,Boron as Calcium Fructoborate + Boswellia Serrata + Glucosamine Sulfate Potassium Chloride + Undenatured Type II Collagen,020-095-94
253,Bexter Herbal & Nutraceuticals (Herbal),Livercare,Capsule,Silymarin,020-096-94
254,Bexter Herbal & Nutraceuticals (Herbal),Liver Fast,Tablet,Silymarin,020-098-94
255,Bexter Herbal & Nutraceuticals (Herbal),Eye-Fast,Capsule,Bilberry Fruits,020-099-94
256,Bexter Herbal & Nutraceuticals (Herbal),I-Care,Tablet,Bilberry Fruits,020-100-94
257,Bexter Herbal & Nutraceuticals (Herbal),Bilo-X,Capsule,Ginkgo Biloba,020-101-94
258,Bexter Herbal & Nutraceuticals (Herbal),Bioq-150,Capsule,Coenzyme Q-10,020-102-94
259,Bexter Herbal & Nutraceuticals (Herbal),Gastobex,Capsule,Cinnamon Oil,020-140-94
260,Bexter Herbal & Nutraceuticals (Herbal),Meltiz-5,Tablet,Melatonin,--94
261,Century Medicare Limited (Herbal),CML Probiotic,Powder,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),040-001-94
262,Century Medicare Limited (Herbal),CML Probiotic,Capsule,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),040-002-94
263,Century Medicare Limited (Herbal),UPR,Capsule,Cranberry Concentrate Powder,040-003-94
264,Century Medicare Limited (Herbal),MCN,Capsule,Soy Isoflavones,040-004-94
265,Century Medicare Limited (Herbal),G-Plus,Capsule,Ginkgo Biloba + Panax Ginseng,040-005-94
266,Chemist Herbal Care & Nutraceuticals Ltd.,Zerocof,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,008-007-94
267,Chemist Herbal Care & Nutraceuticals Ltd.,Diabio,Tablet,Stevia Leave Powder,008-008-94
268,Chemist Herbal Care & Nutraceuticals Ltd.,Pameto,Capsule,Saw Palmetto,008-009-94
269,Chemist Herbal Care & Nutraceuticals Ltd.,Green Tea,Tablet,Green Tea,008-010-94
270,Chemist Herbal Care & Nutraceuticals Ltd.,Xiseng 500 mg,Capsule,Ginseng,008-0001-94
271,Chemist Herbal Care & Nutraceuticals Ltd.,Superlina 500 mg,Capsule,Spirulina,008-0002-94
272,Chemist Herbal Care & Nutraceuticals Ltd.,Gingo 60 mg,Capsule,Ginkgo,008-0003-94
273,Chemist Herbal Care & Nutraceuticals Ltd.,Silarin 70,Capsule,Silymarin,008-0004-94
274,Chemist Herbal Care & Nutraceuticals Ltd.,Silarin 140 mg,Capsule,Silymarin,008-0005-94
275,Chemist Herbal Care & Nutraceuticals Ltd.,Wort,Capsule,St. John's Wort,008-0006-94
276,Deeplaid Herbal & Nutraceuticals Ltd.,Cranberry,Capsule,Vaccinium Macrocarpon,031-020-94
277,Deeplaid Herbal & Nutraceuticals Ltd.,Proanthocyanidins,Capsule,French Maritime Pine Bark Extract,031-019-94
278,Deeplaid Herbal & Nutraceuticals Ltd.,Organic Bitter Melon,Capsule,Momordica Charantia,031-018-94
279,Deeplaid Herbal & Nutraceuticals Ltd.,Coenzyme,Tablet,Coenzyme Q-10,031-017-94
280,Deeplaid Herbal & Nutraceuticals Ltd.,DP Zema,Ointment,Marigold,031-007-94
281,Deeplaid Herbal & Nutraceuticals Ltd.,DP Probiotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,031-008-94
282,Deeplaid Herbal & Nutraceuticals Ltd.,PG Care,Capsule,Saw Palmetto,031-009-94
283,Deeplaid Herbal & Nutraceuticals Ltd.,DP Arex,Tablet,Yohimbine Hydrochloride,031-010-94
284,Deeplaid Herbal & Nutraceuticals Ltd.,DP Silma,Capsule,Silymarin,031-011-94
285,Deeplaid Herbal & Nutraceuticals Ltd.,Anflu,Capsule,Andrographis,031-012-94
286,Deeplaid Herbal & Nutraceuticals Ltd.,DP Kohos,Capsule,Black Cohosh,031-013-94
287,Deeplaid Herbal & Nutraceuticals Ltd.,DP Eyecap,Capsule,Bilberry Fruits,031-014-94
288,Deeplaid Herbal & Nutraceuticals Ltd.,Decold,Capsule,Echinacea,031-015-94
289,Deeplaid Herbal & Nutraceuticals Ltd.,Lipocare,Capsule,Garlic,031-016-94
290,Deeplaid Herbal & Nutraceuticals Ltd.,Tensof,Capsule,St. John's Wort,031-001-94
291,Deeplaid Herbal & Nutraceuticals Ltd.,DP Green Tea,Tablet,Green Tea,031-002-94
292,Deeplaid Herbal & Nutraceuticals Ltd.,Spirulaid,Capsule,Spirulina,031-003-94
293,Deeplaid Herbal & Nutraceuticals Ltd.,Deloba,Capsule,Ginkgo,031-004-94
294,Deeplaid Herbal & Nutraceuticals Ltd.,Panaxlaid,Capsule,Ginseng,031-006-94
295,Deeplaid Herbal & Nutraceuticals Ltd.,Laxova,Powder,Ispaghula Husk,031-005-94
296,Deeplaid Herbal & Nutraceuticals Ltd.,Truvia,Powder,Rebaudioside A,031-026-94
297,Deeplaid Herbal & Nutraceuticals Ltd.,Morifit,Capsule,Moringa Leaf Powder,031-033-94
298,Deeplaid Herbal & Nutraceuticals Ltd.,Senarich,Powder,Psyllium Husk + Senna,031-021-94
299,Deeplaid Herbal & Nutraceuticals Ltd.,Garliva,Powder,Garlic Powder,031-024-94
300,Deeplaid Herbal & Nutraceuticals Ltd.,Curcuma,Tablet,Turmeric Powdered Extract,031-025-94
301,Deeplaid Herbal & Nutraceuticals Ltd.,Gastrosoy,Tablet,Fermented Soy,031-027-94
302,Deeplaid Herbal & Nutraceuticals Ltd.,Menobery,Capsule,Chaste Berry,031-028-94
303,Deeplaid Herbal & Nutraceuticals Ltd.,Chirota,Capsule,Chirata,031-029-94
304,Deeplaid Herbal & Nutraceuticals Ltd.,Libijoy,Capsule,Damiana,031-030-94
305,Deeplaid Herbal & Nutraceuticals Ltd.,Docusoft,Tablet,Calcium Sennosides + Docusate Sodium,031-031-94
306,Deeplaid Herbal & Nutraceuticals Ltd.,Burnheal,Ointment,B-Sitosterol,031-032-94
307,Deeplaid Herbal & Nutraceuticals Ltd.,Lactoflow,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,031-022-94
308,Deeplaid Herbal & Nutraceuticals Ltd.,Osteofix,Capsule,Chondroitin + Glucosamine + Undenatured Type II Collagen,031-023-94
309,Drug International Ltd. (Herbal Division),Thyvy,Syrup,IVY Leaf + Thyme dry extract,011-064-94
310,Drug International Ltd. (Herbal Division),Laxadil-EP,Effervescent Granules,Ispaghula Husk,011-065-94
311,Drug International Ltd. (Herbal Division),Biloba 120 Hard Capsule,Capsule,Ginkgo,011-0015-94
312,Drug International Ltd. (Herbal Division),Garlicap 20,Soft Gelatin Capsule,Garlic Oil,011-0016-94
313,Drug International Ltd. (Herbal Division),Dermagold,Ointment,Marigold,011-056-94
314,Drug International Ltd. (Herbal Division),Arnisep,Ointment,Arnica Flower,011-057-94
315,Drug International Ltd. (Herbal Division),Primacap,Capsule,Evening Primrose Oil,011-058-94
316,Drug International Ltd. (Herbal Division),Alocap,Capsule,Aloevera,011-059-94
317,Drug International Ltd. (Herbal Division),Prolacto-S,Capsule,Probiotic Blend,011-197-94
318,Drug International Ltd. (Herbal Division),Bioglow-HC,Soft Gelatin Capsule,Biotin + Hydrolyzed Collagen + Vitamin C (L-Ascorbic Acid),011-198-94
319,Drug International Ltd. (Herbal Division),Coco Oil,Oil (Liquid),Coconut Oil (Organic Extra Virgin),011-199-94
320,Drug International Ltd. (Herbal Division),Cococap-1000,Soft Gelatin Capsule,Coconut Oil (Organic Extra Virgin),011-200-94
321,Drug International Ltd. (Herbal Division),Supraplex,Soft Gelatin Capsule,Biotin + Choline + Folate + Inositol + Niacin as Niacinamide + Pantothenic Acid + Vitamin B1 (Thiamine) + Vitamin B12 (Cyanocobalamin) + Vitamin B2 (Riboflavin) + Vitamin B6 (Pyridixine Hydrochloride),011-201-94
322,Drug International Ltd. (Herbal Division),Ocuberry-160,Capsule,Bilberry Fruits,011-071-94
323,Drug International Ltd. (Herbal Division),Ocuberry-80,Capsule,Bilberry Fruits,011-070-94
324,Drug International Ltd. (Herbal Division),Melbit,Capsule,Bitter Melon (Korola),011-0017-94
325,Drug International Ltd. (Herbal Division),Anros 400,Capsule,Andrographis,011-0018-94
326,Drug International Ltd. (Herbal Division),Dalion,Capsule,Dandelion,011-0019-94
327,Drug International Ltd. (Herbal Division),Jarira,Capsule,Chirata,011-0020-94
328,Drug International Ltd. (Herbal Division),Grape Seed-20,Soft Gelatin Capsule,Grape Seed Extract,011-085-94
329,Drug International Ltd. (Herbal Division),Lycopene-20,Soft Gelatin Capsule,Lycopene (From Natural Tomato Extract),011-086-94
330,Drug International Ltd. (Herbal Division),Lycopene-40,Soft Gelatin Capsule,Lycopene (From Natural Tomato Extract),011-087-94
331,Drug International Ltd. (Herbal Division),Aloe Vera Extract,Soft Gelatin Capsule,Aloevera,011-089-94
332,Drug International Ltd. (Herbal Division),Sesame Oil 1000,Soft Gelatin Capsule,Sesame Oil,011-090-94
333,Drug International Ltd. (Herbal Division),Rice Bran Oil & Gamma Oryzanol,Soft Gelatin Capsule,Gamma Oryzanol + Rice Bran Oil + Vitamin E Acetate,011-091-94
334,Drug International Ltd. (Herbal Division),Ginsen Hard Capsule,Capsule,Ginseng,011-0001-94
335,Drug International Ltd. (Herbal Division),Dort Hard Capsule,Capsule,St. John's Wort,011-0002-94
336,Drug International Ltd. (Herbal Division),Biloba,Capsule,Ginkgo,011-0003-94
337,Drug International Ltd. (Herbal Division),Garlicap Soft Gelatin,Soft Gelatin Capsule,Garlic Oil,011-0004-94
338,Drug International Ltd. (Herbal Division),Primacap,Soft Gelatin Capsule,Evening Primrose Oil,011-0005-94
339,Drug International Ltd. (Herbal Division),Spirucap,Capsule,Spirulina,011-0007-94
340,Drug International Ltd. (Herbal Division),Laxadil,Powder,Ispaghula Husk,011-0008-94
341,Drug International Ltd. (Herbal Division),Menoherb 40,Capsule,Black Cohosh,011-034-94
342,Drug International Ltd. (Herbal Division),Valia 300,Tablet,Valerian,011-035-94
343,Drug International Ltd. (Herbal Division),Valia,Capsule,Valerian,011-036-94
344,Drug International Ltd. (Herbal Division),Green T 100,Tablet,Green Tea,011-037-94
345,Drug International Ltd. (Herbal Division),Devas,Syrup,Adhatoda Vasica,011-0006-94
346,Drug International Ltd. (Herbal Division),Prolacto,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,011-0013-94
347,Drug International Ltd. (Herbal Division),Anros,Capsule,Andrographis,011-0012-94
348,Drug International Ltd. (Herbal Division),Nacea,Capsule,Echinacea,011-0011-94
349,Drug International Ltd. (Herbal Division),Hepanor,Capsule,Milk Thistle,011-0010-94
350,Drug International Ltd. (Herbal Division),Palmetto,Capsule,Saw Palmetto,011-0009-94
351,Drug International Ltd. (Herbal Division),Cozyme 100,Capsule,Coenzyme Q-10,011-043-94
352,Drug International Ltd. (Herbal Division),Chamol 350,Capsule,Chamomile (Dried Powder),011-045-94
353,Drug International Ltd. (Herbal Division),Chamol 360,Capsule,Chamomile (Dried Powder),011-046-94
354,Drug International Ltd. (Herbal Division),Flavon,Capsule,Soy Isoflavones,011-047-94
355,Drug International Ltd. (Herbal Division),Lecicap,Capsule,Soy Lecithin,011-048-94
356,Drug International Ltd. (Herbal Division),Berry,Capsule,Cranberry Concentrate Powder,011-049-94
357,Drug International Ltd. (Herbal Division),Cinna Pure,Capsule,Cinnamon Oil,011-050-94
358,Drug International Ltd. (Herbal Division),Valia 445,Capsule,Valerian,011-061-94
359,Drug International Ltd. (Herbal Division),Moura Hard Capsule,Capsule,Muira Puama,011-088-94
360,Drug International Ltd. (Herbal Division),Coconut Oil,Capsule,Coconut Oil (Organic Extra Virgin),011-095-94
361,Drug International Ltd. (Herbal Division),Bioglo-1000,Soft Gelatin Capsule,Biotin,011-141-94
362,Drug International Ltd. (Herbal Division),E-Cap N 200,Soft Gelatin Capsule,d-Alpha Tocopherol (Vitamin E),011-142-94
363,Drug International Ltd. (Herbal Division),E-Cap N 400,Soft Gelatin Capsule,d-Alpha Tocopherol (Vitamin E),011-143-94
364,Drug International Ltd. (Herbal Division),Bioglo-2500,Soft Gelatin Capsule,Biotin,011-147-94
365,Drug International Ltd. (Herbal Division),Urican,Capsule,Cranberry Concentrate Powder,011-150-94
366,Drug International Ltd. (Herbal Division),Ibsera,Capsule,Bifidobacterium Animals + Bifidobacterium bifidum + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Casei + lactobacillus Reuteri + Lactobacillus Rhamnosus,011-149-94
367,Drug International Ltd. (Herbal Division),Carica,Capsule,Carica Papaya,011-148-94
368,Drug International Ltd. (Herbal Division),Nemhoney Toothpaste,Toothpaste,Aloevera + Amla + Cinnamon Extract + Clove (Liquid) + Fennel Extract + Honey Liquid + Karpur + Mint Oil + Neem Extract + Potassium Nitrate + Tulsi Extract + Zinc Oxide,011-170-94
369,Drug International Ltd. (Herbal Division),Clovmint,Toothpaste,Black Piper + Clove (Liquid) + Garlic + Ginger + Karpur + Long Pepper + Pudina Satva + Tomar Seed,011-171-94
370,Drug International Ltd. (Herbal Division),Mintek,Soft Gelatin Capsule,Peppermint Oil,011-0014-94
371,Drug International Ltd. (Herbal Division),Hepanor 70,Capsule,Silymarin,011-030-94
372,Drug International Ltd. (Herbal Division),Yobin,Tablet,Yohimbine Hydrochloride,011-031-94
373,Drug International Ltd. (Herbal Division),Biogut 250,Capsule,Saccharomyces Boulardii,011-033-94
374,Drug International Ltd. (Herbal Division),D-Flax Soft Gelatin Capsule,Soft Gelatin Capsule,Flaxseed Oil,011-116-94
375,Drug International Ltd. (Herbal Division),Hepanor 140,Capsule,Silymarin,011-038-94
376,Drug International Ltd. (Herbal Division),Cozyme 50,Capsule,Coenzyme Q-10,011-040-94
377,Drug International Ltd. (Herbal Division),OMG 3-500,Capsule,Omega 3 Fish Oil,011-042-94
378,Drug International Ltd. (Herbal Division),Hepanor,Syrup,Silymarin,011-039-94
379,Drug International Ltd. (Herbal Division),Melbit-450,Capsule,Bitter Melon (Korola),011-073-94
380,Drug International Ltd. (Herbal Division),Melbit-500,Capsule,Bitter Melon (Korola),011-074-94
381,Drug International Ltd. (Herbal Division),Astaking-2,Capsule,Astaxanthin,011-075-94
382,Drug International Ltd. (Herbal Division),Astaking-4,Capsule,Astaxanthin,011-076-94
383,Drug International Ltd. (Herbal Division),Primacap-500,Capsule,Evening Primrose Oil,011-077-94
384,"Guardian Healthcare Ltd., (Herbal Division)",Prostex,Capsule,Serenoa Repens,057-001-94
385,"Guardian Healthcare Ltd., (Herbal Division)",Neoliv,Capsule,Silymarin,057-003-94
386,"Guardian Healthcare Ltd., (Herbal Division)",Prostex,Capsule,Saw Palmetto,057-004-94
387,"Guardian Healthcare Ltd., (Herbal Division)",Cardia,Capsule,Garlic,057-005-94
388,"Guardian Healthcare Ltd., (Herbal Division)",Habby,Powder,Psyllium Husk,057-006-94
389,"Guardian Healthcare Ltd., (Herbal Division)",Hersafe,Capsule,Echinacea,057-007-94
390,"Guardian Healthcare Ltd., (Herbal Division)",Lactogut,Capsule,Lactobacillus Acidophillus,057-008-94
391,"Guardian Healthcare Ltd., (Herbal Division)",Xman,Capsule,Panax Ginseng,057-009-94
392,"Guardian Healthcare Ltd., (Herbal Division)",Diabenil 400,Capsule,Bitter Melon (Korola),057-010-94
393,"Guardian Healthcare Ltd., (Herbal Division)",Hemax,Tablet,Yohimbine Hydrochloride,057-011-94
394,"Guardian Healthcare Ltd., (Herbal Division)",Estrual,Capsule,Evening Primrose Oil,057-002-94
395,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Ovacyst,Capsule,D Chiro Inositol (Carob),015-039-94
396,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Jon ort,Capsule,St. John's Wort,015-0001-94
397,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Palmet,Capsule,Saw Palmetto,015-0003-94
398,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Valent,Capsule,Valerian,015-0006-94
399,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Nimulant,Capsule,Echinacea,015-0007-94
400,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Ladica,Capsule,Black Cohosh,015-0008-94
401,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Livec,Capsule,Milk Thistle,015-0009-94
402,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Lina,Capsule,Spirulina,015-0005-94
403,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Ginton,Capsule,Ginseng,015-0002-94
404,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Kobi,Capsule,Ginkgo,015-0004-94
405,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Clovgard,Mouth Wash,Clove (Liquid),015-044-94
406,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Viligo,Tablet,Copper Gluconate + Cucumis Melo (Melon) + Folic Acid + Selenium + Vitamin B12 (Cyanocobalamin) + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zinc Gluconate,015-045-94
407,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Plategen,Liquid,Carica Papaya,015-046-94
408,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Plategen,Tablet,Carica Papaya,015-047-94
409,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Alofresh,Gel,Aloevera + Melaleuca Alternifolia,015-048-94
410,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Probiotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,015-012-94
411,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Ashwagondha,Capsule,Ashwagandha,015-013-94
412,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Niella Sativa + Azadirachta,Capsule,Azadirachta Indica + Cichorium Intybus + Nigella Sativa + Trigonella Foenum Graecum,015-014-94
413,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Evening Primrose,Capsule,Evening Primrose Oil,015-015-94
414,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Green Tea,Tablet,Green Tea,015-016-94
415,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Garlic,Capsule,Garlic,015-017-94
416,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Chirata,Capsule,Chirata,015-018-94
417,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Bitter Melon,Capsule,Bitter Melon (Korola),015-019-94
418,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Bilberry,Capsule,Bilberry Fruits,015-020-94
419,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Red Clover,Capsule,Red Clover,015-021-94
420,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Dong Quai,Capsule,Dongque,015-022-94
421,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Ganoderma,Capsule,Ganoderma Lucidam,015-023-94
422,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Yohimbine,Capsule,Yohimbine Hydrochloride,015-024-94
423,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Lactamor,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,015-040-94
424,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Orthofit,Capsule,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,015-042-94
425,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),H-Moringa,Capsule,Moringa Leaf Powder,015-043-94
426,Hamdard Laboratories (Waqf) Bangladesh (Herbal Division),Memocare,Capsule,Bacopa Monnieri + Ginkgo Biloba + Lecithin,015-041-94
427,Ibn Haisam Herbal and Neutraceuticals,Andro,Capsule,Andrographis,018-0019-94
428,Ibn Haisam Herbal and Neutraceuticals,Osteori,Capsule,Ashwagandha,018-0020-94
429,Ibn Haisam Herbal and Neutraceuticals,Erecto,Tablet,Yohimbine Hydrochloride,018-0021-94
430,Ibn Haisam Herbal and Neutraceuticals,Adotas,Syrup,Adhatoda Vasica,018-0022-94
431,Ibn Haisam Herbal and Neutraceuticals,Livcare,Syrup,Milk Thistle,018-0023-94
432,Ibn Haisam Herbal and Neutraceuticals,Hyo-3,Capsule,Omega 3 Fish Oil,018-024-94
433,Ibn Haisam Herbal and Neutraceuticals,Hyogin,Syrup,Ginseng,018-025-94
434,Ibn Haisam Herbal and Neutraceuticals,Hyogul,Capsule,Ispaghula Husk + Sona pata,018-026-94
435,Ibn Haisam Herbal and Neutraceuticals,HQ-10,Capsule,Coenzyme Q-10,018-027-94
436,Ibn Haisam Herbal and Neutraceuticals,Hyoster,Liquid,Clove (Liquid),018-028-94
437,Ibn Haisam Herbal and Neutraceuticals,Hyopine,Tablet,Pine Bark Extracts,018-029-94
438,Ibn Haisam Herbal and Neutraceuticals,Hyotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,018-0011-94
439,Ibn Haisam Herbal and Neutraceuticals,Urogen,Capsule,Echinacea,018-0012-94
440,Ibn Haisam Herbal and Neutraceuticals,Renora,Capsule,Saw Palmetto,018-0013-94
441,Ibn Haisam Herbal and Neutraceuticals,Hybogel,Capsule,Psyllium Husk,018-0014-94
442,Ibn Haisam Herbal and Neutraceuticals,Hyolic,Capsule,Garlic,018-0015-94
443,Ibn Haisam Herbal and Neutraceuticals,Hyoroes,Capsule,Evening Primrose Oil,018-0016-94
444,Ibn Haisam Herbal and Neutraceuticals,Hyobita,Capsule,Pumpkin,018-0017-94
445,Ibn Haisam Herbal and Neutraceuticals,Iberry,Tablet,Bilberry Fruits,018-018-94
446,Ibn Haisam Herbal and Neutraceuticals,Hyoprim,Capsule,Evening Primrose Oil,018-030-94
447,Ibn Haisam Herbal and Neutraceuticals,Hyrocyst,Capsule,D Chiro Inositol (Carob),018-031-94
448,Ibn Haisam Herbal and Neutraceuticals,Lycium,Tablet,Lutein (Powder) + Zeaxanthin,018-032-94
449,Ibn Haisam Herbal and Neutraceuticals,Xiathin,Capsule,Lutein (Powder) + Zeaxanthin,018-033-94
450,Ibn Haisam Herbal and Neutraceuticals,Platneed,Capsule,Carica Papaya,018-034-94
451,Ibn Haisam Herbal and Neutraceuticals,Thritis,Capsule,Tart Cherry (Prunus Cerasus),018-035-94
452,Ibn Haisam Herbal and Neutraceuticals,Viartril,Capsule,Spirulina,018-036-94
453,Ibn Haisam Herbal and Neutraceuticals,Thislin,Capsule,Silymarin,018-037-94
454,Ibn Haisam Herbal and Neutraceuticals,H-Thistal,Tablet,Silymarin,018-038-94
455,Ibn Haisam Herbal and Neutraceuticals,Pregnacare,Capsule,Wild Yam,018-039-94
456,Ibn Haisam Herbal and Neutraceuticals,Tryceptin,Tablet,Wild Yam,018-040-94
457,Ibn Haisam Herbal and Neutraceuticals,Immutone,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,018-041-94
458,Ibn Haisam Herbal and Neutraceuticals,Wintervit,Tablet,Black Piper + Cowherb Seed + Fenugreek Seed + Shatavari Root + Silybum Mariamum Ext. + Turmericrhizome,018-042-94
459,Ibn Haisam Herbal and Neutraceuticals,Perfectil,Tablet,Biotin,018-043-94
460,Ibn Haisam Herbal and Neutraceuticals,Haicamin,Tablet,Chondroitin + Glucosamine,018-044-94
461,Ibn Haisam Herbal and Neutraceuticals,Dimar-H,Capsule,Gurmar + Methi Seed,018-046-94
462,Ibn Haisam Herbal and Neutraceuticals,Pelargo,Capsule,Pelargonium,018-047-94
463,Ibn Haisam Herbal and Neutraceuticals,Brano-B,Capsule,Bacopa Monnieri + Centella Asiatia,018-048-94
464,Ibn Haisam Herbal and Neutraceuticals,Biopro,Capsule,Probiotic Blend,018-049-94
465,Ibn Haisam Herbal and Neutraceuticals,Feepro,Capsule,Lactobacillus Acidophillus,018-051-94
466,Ibn Haisam Herbal and Neutraceuticals,Silorin 140,Capsule,Silymarin,018-0006-94
467,Ibn Haisam Herbal and Neutraceuticals,Silorin 70,Capsule,Silymarin,018-0001-94
468,Ibn Haisam Herbal and Neutraceuticals,Hailoba,Capsule,Ginkgo,018-0003-94
469,Ibn Haisam Herbal and Neutraceuticals,St.Jot 300,Capsule,St. John's Wort,018-0005-94
470,Ibn Haisam Herbal and Neutraceuticals,STV 500,Tablet,Stevia,018-0007-94
471,Ibn Haisam Herbal and Neutraceuticals,Camlin,Tablet,Green Tea,018-0008-94
472,Ibn Haisam Herbal and Neutraceuticals,Spiruvit 250,Capsule,Spirulina,018-0010-94
473,Ibn Haisam Herbal and Neutraceuticals,Spiruvit 500,Capsule,Spirulina,018-0009-94
474,Ibn Haisam Herbal and Neutraceuticals,Rian,Capsule,Valerian,018-0006-94
475,Ibn Haisam Herbal and Neutraceuticals,Simulus,Capsule,Ginseng,018-0004-94
476,Ibn Sina Natural Medicine Ltd. (Herbal Division),Alosina,Capsule,Aloe + Fennel,012-022-94
477,Ibn Sina Natural Medicine Ltd. (Herbal Division),Methi Plus,Capsule,Gurmar + Methi Seed,012-023-94
478,Ibn Sina Natural Medicine Ltd. (Herbal Division),Basaka,Syrup,Adhatoda Vasica + Cinnamomum tamala + Cinnamomum Zeylanicum + Elettaria Cardamomum + Glycyrrhiza Glabra + Myrica Nagi + Piper Longum + Piper Nigrum + Pistacia Integerrima + Sausurea Lappa + Syzygium Aromaticum + Terminalia Chebula (Haritaki) + Zingiber Of,012-024-94
479,Ibn Sina Natural Medicine Ltd. (Herbal Division),Yorex,Tablet,Yohimbine Hydrochloride,012-011-94
480,Ibn Sina Natural Medicine Ltd. (Herbal Division),Isabgul Plus,Powder,Ispaghula Husk + Sona pata,012-010-94
481,Ibn Sina Natural Medicine Ltd. (Herbal Division),Flucare,Capsule,King of Bitters,012-009-94
482,Ibn Sina Natural Medicine Ltd. (Herbal Division),Silycap,Capsule,Milk Thistle,012-008-94
483,Ibn Sina Natural Medicine Ltd. (Herbal Division),F-Cohosh,Capsule,Black Cohosh,012-007-94
484,Ibn Sina Natural Medicine Ltd. (Herbal Division),Ecold,Capsule,Echinacea,012-006-94
485,Ibn Sina Natural Medicine Ltd. (Herbal Division),Anjort,Capsule,St. John's Wort,012-005-94
486,Ibn Sina Natural Medicine Ltd. (Herbal Division),Ginsina,Capsule,Ginseng,012-0001-94
487,Ibn Sina Natural Medicine Ltd. (Herbal Division),Gingoba,Tablet,Ginkgo,012-0002-94
488,Ibn Sina Natural Medicine Ltd. (Herbal Division),Dirulina,Capsule,Spirulina,012-0003-94
489,Ibn Sina Natural Medicine Ltd. (Herbal Division),Iripum,Capsule,Cucurbita Pepo,012-0004-94
490,Ibn Sina Natural Medicine Ltd. (Herbal Division),Moringa LX,Capsule,Moringa Leaf Powder,012-027-94
491,Ibn Sina Natural Medicine Ltd. (Herbal Division),Sinasoy,Tablet,Fermented Soy,012-028-94
