name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
BIOSCIENCE AYURVEDIC (AY),Silimar,Liquid,Milk Thistle,AY-114-A-034,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Sybex,Liquid,Hwema Bark Drink,AY-114-A-035,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Lichaton,Liquid,Amritastak Kwath,AY-114-A-051,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Favoton,Liquid,Aswagandadi Kwath,AY-114-A-052,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Lecopas,Liquid,Abala Sudha,AY-114-A-053,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Fertex,Liquid,Upasam,AY-114-A-054,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Hepasab,Liquid,Kalameghasav,AY-114-A-055,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Fantoz,Liquid,Brihat Batnasini,AY-114-A-056,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Hemofex,Liquid,Manjisthasav,AY-114-A-057,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Fertis,Capsule,Cowhage,AY-114-A-058,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Casfit,Capsule,Thankuni,AY-114-A-059,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Biofort,Capsule,Wild Carrot,AY-114-A-060,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Ayumax,Capsule,Sage (Bhui Tulsi),AY-114-A-061,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Anar,Capsule,Water Cress,AY-114-A-062,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Khurma,Semi-Solid,Sukrasanjibani Modak,AY-114-A-063,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),Sanji Modak,Semi-Solid,Sanjiban Modak,AY-114-A-064,Ayurvedic,Not Specified
BIOSCIENCE AYURVEDIC (AY),BS-Ganolax,Powder,Nagbaladya Churna,AY-114-A-065,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Balarista,Liquid,Balarista,AY-68-A-001,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Mustakarista,Liquid,Mustakarista,AY-68-A-002,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Bsok,Liquid,Vasakarista / Vasakasav,AY-68-A-003,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Biotil,Liquid,BrahmiRasayan / Sarswatarista,AY-68-A-004,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Diodil,Liquid,Vidangarista,AY-68-A-005,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Biosina,Capsule,Nabayas Louha,AY-68-A-006,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Bioga,Capsule,Ratibilas Bati,AY-68-A-007,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Lesbo,Capsule,Lilabilas,AY-68-A-008,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Diatis,Capsule,Bahu Mutrantak Ras,AY-68-A-009,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Biovian,Liquid,Chandanasav,AY-68-A-010,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Bioleu,Liquid,Patrangasav,AY-68-A-011,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Biocar,Liquid,Kalameghasav,AY-68-A-012,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Ginkolet,Capsule,Ginkgo Biloba,AY-68-A-013,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Livarip,Capsule,Milk Thistle 70 mg,AY-68-A-014,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Siplin,Capsule,Spirulina,AY-68-A-015,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Panexgin,Capsule,Panax Ginseng,AY-68-A-016,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Pilrep,Capsule,Arshahara Bati,AY-68-A-017,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Nespical,Capsule,Sulantak Churna / Shankhadi Churna,AY-68-A-018,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Brenolia,Capsule,Saraswata Churna,AY-68-A-019,Ayurvedic,Not Specified
BIOTECH PHARMACEUTICALS (AY),Rupol,Capsule,Shibani Bati,AY-68-A-020,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Diska,Liquid,Kalameghasav,AY-213-A-001,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Bidoka,Liquid,Mustakarista,AY-213-A-002,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Tynet,Liquid,Dasamularista,AY-213-A-003,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Bhimled,Liquid,Bhimras,AY-213-A-004,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Bisan,Liquid,Chandanasav,AY-213-A-005,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Sweeton-M,Liquid,Balarista,AY-213-A-006,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),PS-B,Liquid,Patrangasav,AY-213-A-007,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Ston,Liquid,Saribadyarista,AY-213-A-008,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Ruchika,Liquid,Amalaki Rasayan,AY-213-A-009,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Poplet,Liquid,Aswagandharista,AY-213-A-010,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Tax-B,Liquid,Vasakarista / Vasakasav,AY-213-A-011,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Qurist,Liquid,Ashokarista,AY-213-A-012,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),CalTas,Capsule,Horsetail,AY-213-A-014,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),LinTas,Capsule,Spirulina,AY-213-A-015,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),WinTas,Capsule,Ashwagandha,AY-213-A-016,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),ZinTas,Capsule,Ginger,AY-213-A-017,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Ginseng,Capsule,Ginseng,AY-213-A-018,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Lotas,Capsule,Chirata,AY-213-A-019,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),TubiTas,Capsule,Artichoke,AY-213-A-020,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),AnTas,Capsule,Cowhage,AY-213-A-021,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),SoTas,Capsule,Chinese Rhubarb (China Raucini),AY-213-A-022,Ayurvedic,Not Specified
BITAS PHARMACEUTICALS (AYURVEDIC),Astragalus,Capsule,Astragalus,AY-213-A-023,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Sido-B,Liquid,Balarista,AY-18-A-001,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Arjunarista,Liquid,Arjunarista,AY-18-A-002,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Himolin,Liquid,Louhasav,AY-18-A-003,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Veskof,Liquid,Vasakarista / Vasakasav,AY-18-A-004,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Fivorex,Liquid,Amritarista,AY-18-A-005,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Dyslpco,Liquid,Patrangasav,AY-18-A-006,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Hepalin,Liquid,Rohitakarista,AY-18-A-007,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Alacid,Liquid,Amalaki Rasayan,AY-18-A-008,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Mustakarista,Liquid,Mustakarista,AY-18-A-009,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Skinosol,Liquid,Saribadyarista,AY-18-A-010,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Sandarex,Liquid,Chandanasav,AY-18-A-011,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Nergo-X,Liquid,Sanjivani Rasayan,AY-18-A-012,Ayurvedic,Not Specified
BLESS LABORATORIES (AY),Nutria,Liquid,Dasamularista,AY-18-A-013,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Amritarista,Syrup,Amritarista,AY-54-A-001,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Amalaki Rasayan,Syrup,Amalaki Rasayan,AY-54-A-002,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Kutajarista,Syrup,Kutajarista,AY-54-A-003,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Chandanasav,Syrup,Chandanasav,AY-54-A-004,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Dasamularista,Syrup,Dasamularista,AY-54-A-005,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Patrangasav,Syrup,Patrangasav,AY-54-A-006,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Balarista,Syrup,Balarista,AY-54-A-007,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Vasakarista,Syrup,Vasakarista / Vasakasav,AY-54-A-008,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Aswagandharista,Syrup,Aswagandharista,AY-54-A-009,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Draksharista,Syrup,Draksharista,AY-54-A-010,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Mustakarista,Syrup,Mustakarista,AY-54-A-011,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Rohitakarista,Syrup,Rohitakarista,AY-54-A-012,Ayurvedic,Not Specified
BODIES LABORATORIES (AYURVEDIC),Louhasav,Syrup,Louhasav,AY-54-A-013,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),NEVITONE,Liquid,Chandanasav,AY-107-A-001,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BL-LOUHASAB,Liquid,Louhasav,AY-107-A-002,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BL-BASAKARISTA,Liquid,Vasakarista / Vasakasav,AY-30-A-003,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),LIVON,Liquid,Rohitakarista,AY-107-A-004,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),B-AMLAKI,Liquid,Amalaki Rasayan,AY-107-A-005,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),B-ZOIN-ARQ,Liquid,Jamani Arka,AY-107-A-006,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BL-CHYBANPRASH,Liquid,Chyabanprash,AY-107-A-008,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BROZYL,Liquid,Kutajarista,AY-107-A-009,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),LECONIL,Liquid,Ashokarista,AY-107-A-010,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),SERINA,Liquid,Saribadyasav,AY-107-A-011,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BRITONE,Liquid,BrahmiRasayan / Sarswatarista,AY-107-A-012,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),ODENOVA,Liquid,Punarnavasav,AY-107-A-014,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),ASMALEX,Liquid,Kanakasav,AY-107-A-015,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),PROTOVIT,Liquid,Balarista,AY-107-A-016,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),BL-KALMEGHASAB,Liquid,Kalameghasav,AY-107-A-017,Ayurvedic,Not Specified
BROTHERS LABORATORIES (AY),PREMULANT,Liquid,Mustakarista,AY-107-A-018,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Agrosol,Liquid,Chandanasav,AY-02-A-003,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Neuved,Liquid,Balarista,AY-02-A-004,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Puroved,Liquid,Saribadyasav,AY-02-A-005,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Chyawanpro,Semi-Solid,Chyabanprash,AY-02-A-006,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Hojmisalt,Powder,Vaskar Lavan,AY-02-A-008,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Fempro,Liquid,Patrangasav,AY-02-A-009,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Femived,Liquid,Ashokarista,AY-02-A-010,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Dashamul,Liquid,Dasamularista,AY-02-A-001,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Iroved,Liquid,Louhasav,AY-02-A-002,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Arjunpro,Liquid,Arjunarista,AY-02-A-007,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Rheasol,Liquid,Kutajarista,AY-02-A-011,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Czycof,Liquid,Vasakarista / Vasakasav,AY-02-A-012,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Stress-X,Capsule,Ashwagandha,AY-02-A-013,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Diabetex,Capsule,Jambolan / Syzygium,AY-02-A-014,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Maxorub,Oil (Liquid),Batrakhashi Taila,AY-02-A-015,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Rajtel,Oil (Liquid),Mahabhringaraj Taila,AY-02-A-016,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,ArthoMax,Oil (Liquid),Ambatari Taila,AY-02-A-017,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Meghasol,Liquid,Kalameghasav,AY-2-A-018,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Therafev,Liquid,Amritarista,AY-2-A-019,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Shashcof,Liquid,Kanakasav,AY-2-A-020,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Sanjivani,Liquid,Sanjivani Rasayan,AY-2-A-021,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Amlarosh,Liquid,Amalaki Rasayan,AY-2-A-022,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Munoved,Liquid,Jirakadyarista / Jirakarista,AY-2-A-023,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Arthosol,Liquid,Prasarani Sandhan,AY-2-A-024,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Pileved,Liquid,Abhayarista,AY-2-A-025,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Livaved,Liquid,Rohitakarista,AY-2-A-026,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Centripro,Liquid,Mustakarista,AY-2-A-027,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Memoroved,Liquid,BrahmiRasayan / Sarswatarista,AY-2-A-028,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Relaxved,Liquid,Aswagandharista,AY-2-A-029,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Vitasol,Capsule,Sotamul,AY-2-A-030,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Turbosol,Capsule,Cowhage,AY-2-A-031,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Chirotaved,Capsule,Chirata,AY-2-A-032,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Thanved,Capsule,Thankuni 500 mg,AY-2-A-033,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Neempro,Capsule,Neem,AY-2-A-034,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Ghum,Capsule,Nidrakar Bati,AY-2-A-035,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Hyperix,Capsule,Nibaran Bati / Sarpagandha Ghana Bati,AY-2-A-036,Ayurvedic,Not Specified
C P H D AYURVEDIC LTD.,Progas,Capsule,Mahagni Bati,AY-2-A-037,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Super bilash,Capsule,Ratibilas Bati,AY-109-A-005,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Jouban Plus,Capsule,Joubansatadal,AY-109-A-006,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Shila,Capsule,Shilajut Batika,AY-109-A-007,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Aravindasav,Liquid,Aravindasav,AY-109-A-008,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Syrit,Liquid,Saribadyarista,AY-109-A-009,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Chandana,Liquid,Chandanasav,AY-109-A-010,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Amlyan,Liquid,Amalaki Rasayan,AY-109-A-011,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Prodornash,Liquid,Patrangasav,AY-109-A-012,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Levag,Liquid,Kalameghasav,AY-109-A-013,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Chemist Ava,Liquid,Abhayarista,AY-109-A-014,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Bioungal,Liquid,Dadru Dalan,AY-109-A-015,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Amlanash,Capsule,Amlapittantak Louha,AY-109-A-016,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Kutozoa,Liquid,Kutajarista,AY-109-A-017,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Chemist Chabanprash,Semi-Solid,Chyabanprash,AY-109-A-018,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Goutee,Oil (Liquid),Batrakhashi Taila,AY-109-A-019,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Rocky,Oil (Liquid),Maha Chandanadi Taila,AY-109-A-020,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Sugol,Oil (Liquid),Sriparni Taila,AY-109-A-021,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Gascure,Liquid,Mustakarista,AY-109-A-004,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Balarist,Liquid,Balarista,AY-109-A-003,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Elever,Liquid,Rohitakarista,AY-109-A-001,Ayurvedic,Not Specified
CHEMIST HERBAL CARE (AY),Leucoplex,Liquid,Ashokarista,AY-109-A-002,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Dadru Dalan,Liquid,Dadru Dalan,AY-9-A-1,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Saribadi,Liquid,Saribadi,AY-9-A-2,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Dasmularista,Liquid,Dasamularista,AY-9-A-3,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Brihat Kasishadya Tila,Oil (Liquid),Brihat Kasishadya Tila,AY-9-A-4,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Darshan Sankar Churna,Powder,Dashan Sanskar Churna,AY-9-A-5,Ayurvedic,Not Specified
CHISTIA AYURVEDIC LABORATORIES,Gandhak Malam,Malam,Gandhakadi Malahar / Gandhak Malam,AY-9-A-6,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Dasamularista,Syrup,Dasamularista,AY-134-A-1,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Chandanasav,Syrup,Chandanasav,AY-134-A-2,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Ashokarista,Syrup,Ashokarista,AY-134-A-3,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Amalaki Rasayan,Syrup,Amalaki Rasayan,AY-134-A-4,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Patrangasav,Syrup,Patrangasav,AY-134-A-5,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Jambadyrista,Syrup,Jambadyarista,AY-134-A-6,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Aswagandharista,Syrup,Aswagandharista,AY-134-A-7,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Kutajarista,Syrup,Kutajarista,AY-134-A-8,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Draksharista,Syrup,Draksharista,AY-134-A-9,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Amritarista,Syrup,Amritarista,AY-134-A-10,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Prasarani Sandhan,Syrup,Prasarani Sandhan,AY-134-A-11,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Brahmi Rasayan,Syrup,BrahmiRasayan / Sarswatarista,AY-134-A-12,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Jirakadyarista,Syrup,Jirakadyarista / Jirakarista,AY-134-A-13,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Maha Draksharista,Syrup,Maha Draksharista,AY-134-A-14,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Saribadyarista,Syrup,Saribadyarista,AY-134-A-15,Ayurvedic,Not Specified
CHITTAGONG AYURVEDIC AUSHADHALAYA,Lakshanarista,Syrup,Lakshanarista,AY-134-A-16,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Aswagandharista,Liquid,Aswagandharista,AY-104-A-2,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Rohitkarista,Liquid,Rohitakarista,AY-104-A-2,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Sidha Makardwaja,Liquid,Sidha Makardwaja,AY-104-A-3,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Balarista,Liquid,Balarista,AY-104-A-4,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Mustakarista,Liquid,Mustakarista,AY-104-A-5,Ayurvedic,Not Specified
CONFIDANCE LABORATORIES (AY),Patrangasav,Liquid,Patrangasav,AY-104-A-6,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Amritarista,Liquid,Amritarista,AY-98-A-023,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Vasaka,Liquid,Vasaka / Jastishia,AY-98-A-024,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Aswagandharista,Liquid,Aswagandharista,AY-98-A-025,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Bhimras,Liquid,Bhimras,AY-98-A-026,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Pudina,Liquid,Pipermint/Pudina,AY-98-A-027,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Abala Sudha,Liquid,Abala Sudha,AY-98-A-028,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Jambadyarista,Liquid,Jambadyarista,AY-98-A-029,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-98-A-030,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Saribadyarista,Liquid,Saribadyarista,AY-98-A-031,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Dasamularista,Liquid,Dasamularista,AY-98-A-032,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Mahagni Bati,Capsule,Mahagni Bati,AY-98-A-033,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Adha/Ginger,Capsule,Ginger,AY-98-A-034,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Aswagandha,Capsule,Aswagandha,AY-98-A-035,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Thankuni,Capsule,Thankuni,AY-98-A-036,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Alkushi,Capsule,Cowhage,AY-98-A-037,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Nishindha,Capsule,Negundu/Vitex,AY-98-A-038,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Syzgium,Capsule,Syzygium,AY-98-A-039,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Neem,Capsule,Neem,AY-98-A-040,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Garlic,Capsule,Garlic,AY-98-A-041,Ayurvedic,Not Specified
DESH LABORATORIES AYURVEDIC,Haritaki Khanda,Liquid,Haritaki Khanda / Amrita Haritaki,AY-98-A-042,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Leuco-D,Liquid,Ashokarista,AY-45-A-002,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Admolom,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-45-A-004,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Bilton,Liquid,Rohitakarista,AY-45-A-005,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),S-Gold,Capsule,Brihat Chandrodaya Makardwaja,AY-45-A-007,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Nem Plus,Capsule,Nimbadi Churna,AY-45-A-008,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Cap-Ra,Capsule,Bridhyadaradya Louha,AY-45-A-009,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),S-Plus,Capsule,Kamini Vidravan Ras,AY-45-A-010,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),D-Pep,Tablet,Bhubaneswar,AY-45-A-011,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Cap-Liv,Capsule,Pittantak Ras,AY-45-A-012,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),SKD-Gold,Capsule,Joubansatadal,AY-45-A-013,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),AD-V,Capsule,Brihat Purnachandra Ras,AY-45-A-014,Ayurvedic,Not Specified
DEVINE PHARMACEUTICALS (AY),Borotab,Capsule,Eladi Gudika,AY-45-A-015,Ayurvedic,Not Specified
