name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
FENDRUGS LABORATORIES (UANNI),Kuchitab,Tablet,Habb-e Azaraqi,U-034-A-035,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Sufoof Pechish,Powder,Sufoof Pechish,U-034-A-036,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-034-A-037,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Jowarish Kamuni,Semi-Solid,Jowarish Kamuni,U-034-A-038,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habbe Mudir,Tablet,Habb-e Mudir,U-034-A-039,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Lubub Kabir,Semi-Solid,Lubub Kabir,U-034-A-040,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habbe Nishat,Tablet,Habb-e Nishat,U-034-A-041,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habbe Ambar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-034-A-042,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Tila Jadeed,Liquid,Tila Jadeed,U-034-A-047,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Semencon,Liquid,Sharbat Jiryani,U-034-A-048,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Arq Mundi,Liquid,Arq Mundi,U-034-A-050,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habbe Sual,Tablet,Habb-e Sual,U-034-A-051,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Qurs Sailan,Tablet,Qurs Sailan,U-034-A-055,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Sharbat Tiflin,Liquid,Sharbat Tiflin,U-034-A-056,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Dizuri,Liquid,Sharbat Buzuri,U-034-A-057,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Qurs Kharuba,Tablet,Qurs Kahruba,U-034-A-058,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),levazon,Liquid,Sharbat Chylosin,U-043-A-059,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Auramin,Liquid,Arq Muhallil,U-034-A-060,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Sharbat Nelofar,Liquid,Sharbat Neelofar,U-034-A-062,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Arq Lahsun,Liquid,Arq Lahsun,U-034-A-062,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Fulton,Liquid,Sharbat Jinsin,U-034-A-063,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Sufoof Jiryan,Powder,Sufoof Jiryan,U-34-A-076,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),mAJOON mUGHALLIZ,Powder,Majoon Mughalliz,U-34-A-077,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),qURS mUHAZZIL,Tablet,Qurs Muhazzil,U-34-A-078,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),hABB-E hAYAEEN mURAKAB,Capsule,Habb-e Hayaeen Murakkab,U-34-A-079,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Masana,Semi-Solid,Majoon Masana,U-34-80-,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Sohagsoonth,Semi-Solid,Majoon Sohagsoonth,U-34-A-081,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Marham Mudammil,Ointment,Marham Mudammil,U-34-A-082,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Marham Jadeed,Ointment,Marham Jadeed,U-34-A-083,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Qurs Ehtelam,Capsule,Qurs Ehtelam,U-34-A-084,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Qurs Ziabit,Tablet,Qurs Ziabit,U-34-A-085,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Qurs Mulayin,Tablet,Qurs Mulayin,U-34-A-086,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Lana,Semi-Solid,Majoon Lana,U-34-A-087,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habb-e-Asgand,Tablet,Habb-e Asgand,U-34-A-088,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Kundur,Semi-Solid,Majoon Kundur,U-34-A-089,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Habb-e Hamal,Tablet,Habb-e Hamal,U-34-A-090,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Choobchini,Semi-Solid,Majoon Choobchini,U-34-S-091,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Etrifal Muqil,Semi-Solid,Etrifal Muqil,U-34-A-092,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Jowarish Zarooni,Semi-Solid,Jowarish Zarooni,U-34-A-093,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Etrifal Ustukhudus,Semi-Solid,Etrifal Ustukhudus,U-34-A-094,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Rowghan Zeenat,Liquid,Rowghan Zeenat,U-34-A-095,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Rowghan Kashneez,Liquid,Rowghan Kashneez,U-34-A-096,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Suranjan,Semi-Solid,Majoon Suranjan,U-34-A-097,Unani,Not Specified
FENDRUGS LABORATORIES (UANNI),Majoon Moochras,Semi-Solid,Majoon Moochras,U-34-A-098,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Arq Pudina,Liquid,Arq Poodina,U-032-A-001,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Sharbat Falad,Liquid,Sharbat Faulad,U-032-A-002,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Sarbat Sadar,Liquid,Sharbat Sadar,U-032-A-003,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Sarbat Bujuri,Liquid,Sharbat Buzuri,U-032-A-004,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Sarbat Dinar,Liquid,Sharbat Deenar,U-032-A-005,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Arq Nankha,Liquid,Arq Nankha,U-032-A-006,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Arq Azib,Liquid,Arq Ajeeb,U-032-A-007,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Majun Ardhe Khorma,Semi-Solid,Majoon Arad-e Khurma,U-032-A-008,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Majun Suparipak,Semi-Solid,Majoon Suparipak,U-032-A-009,Unani,Not Specified
FRESH LABORATORIES LTD. (UNANI),Habbe Sual,Tablet,Habb-e Sual,U-032-A-010,Unani,Not Specified
FUTURE (UNANI),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-310-A-011,Unani,Not Specified
FUTURE (UNANI),Sharbat Vasac,Liquid,Sharbat Vasac,U-310-A-012,Unani,Not Specified
FUTURE (UNANI),Sharbat Samarat,Liquid,Sharbat Samarat,U-310-A-013,Unani,Not Specified
FUTURE (UNANI),F-Absovit,Liquid,Sharbat Seb,U-310-A-001,Unani,Not Specified
FUTURE (UNANI),Fe-Ton,Liquid,Sharbat Gaozaban,U-310-A-002,Unani,Not Specified
FUTURE (UNANI),Niswa,Liquid,Sharbat Niswan,U-310-A-003,Unani,Not Specified
FUTURE (UNANI),F-Cof,Liquid,Sharbat Ejaz,U-310-A-004,Unani,Not Specified
FUTURE (UNANI),Hormogol,Liquid,Sharbat Jinsin,U-310-A-005,Unani,Not Specified
FUTURE (UNANI),Fe-Kuli,Liquid,Sharbat Buzuri,U-310-A-006,Unani,Not Specified
FUTURE (UNANI),Futurevvit,Liquid,Sharbat Misali,U-310-A-007,Unani,Not Specified
FUTURE (UNANI),Fesafi,Liquid,Sharbat Musaffi,U-310-A-008,Unani,Not Specified
FUTURE (UNANI),Fuleav Dineer,Liquid,Sharbat Deenar,U-310-A-009,Unani,Not Specified
FUTURE (UNANI),Cough One,Liquid,Sharbat Tulsi,U-310-A-010,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Digecon,Liquid,Sharbat Hazmina,U-143-A-007,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Ge-Safi,Liquid,Sharbat Musaffi,U-143-A-015,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Leukouin Plus,Capsule,Qurs Sailan Jadeed,U-143-A-016,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Vigorin Plus,Capsule,Habb-e Ambar Momiyaee,U-143-A-017,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Paralysof,Capsule,Habb-e Azaraqi,U-143-A-018,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Pilsaf,Capsule,Sufoof Bawaseer,U-143-A-019,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Asmasaf,Capsule,Icchabhedi Ras,U-143-A-020,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Gasgon,Capsule,Sufoof Glycin,U-143-A-021,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP-Ginseng,Capsule,Ginseng,U-143-A-022,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Dibocap,Capsule,Jambolan / Syzygium,U-143-A-023,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Rheumix,Capsule,Qurs Awja,U-143-A-024,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Acidul,Tablet,Qurs Pudina,U-143-A-025,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Gynocom,Tablet,Qurs Niswani,U-143-A-026,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Skintab,Tablet,Habb-e Musaffi,U-143-A-027,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Jointab,Tablet,Habb-e Suranjan,U-143-A-028,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Sinustab,Tablet,Habb-e Ustukhudus,U-143-A-029,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Stovit Gold,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-143-A-030,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Hepaliv,Tablet,Sufoof Jigar,U-143-A-031,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Stontab,Tablet,Sufoof Hajrul Yahood,U-143-A-032,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Soyacal Vitamix,Powder,Soyacal Vitamix,U-143-A-033,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Majoon Arad-e Khurma,Semi-Solid,Majoon Arad-e Khurma,U-143-A-034,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-143-A-035,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-143-A-036,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Majoon Lana,Semi-Solid,Majoon Lana,U-143-A-037,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Pain-X,Malam,Marham Ajeeb,U-43-A-040,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Skin-X,Malam,Marham Kharish,U-132-A-039,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Acne-X,Cream,Zimad Mahasa,U-143-A-041,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Action-X,Semi-Solid,Tila Jadeed,U-143-A-042,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Pile-X,Malam,Marham Jadeed,U-143-A-043,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP Amla-X,Oil (Liquid),Rowghan Bhangra / Bhringraj Oil,U-143-A-038,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Ge-Coff,Liquid,Sharbat Sadar,U-143-A-001,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",GP-Pudina,Liquid,Arq Poodina,U-143-A-002,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Alka-D,Liquid,Sharbat Buzuri,U-143-A-004,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Gastonan,Liquid,Arq Nankha,U-143-A-005,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Gevit-N,Liquid,Arq Gaozaban,U-143-A-003,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Jaundil,Liquid,Sharbat Deenar,U-143-A-006,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Femal-G,Liquid,Arq Dashmool,U-143-A-008,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Himo-D,Liquid,Sharbat Faulad,U-143-A-009,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Dybel,Liquid,Sharbat Belgiri,U-143-A-010,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Vigosin,Liquid,Sharbat Jinsin,U-143-A-011,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Leukovin,Liquid,Sharbat Niswan,U-143-A-012,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Stovit,Liquid,Sharbat Seb,U-143-A-013,Unani,Not Specified
"G.H.P LABORATORY PVT. LTD., (UNANI)",Lilacid,Liquid,Sufoof Humuzin,U-143-A-014,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Glacton,Liquid,Arq Nankha,U-6-A-002,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Gemodin,Liquid,Sharbat Faulad,U-6-A-004,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Urifresh,Liquid,Sharbat Buzuri,U-6-A-001,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Belsut,Liquid,Sharbat Belgiri,U-6-A-005,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Gvitaextra,Liquid,Sharbat Misali,U-6-A-006,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),GmCorex,Liquid,Sharbat Ejaz,U-6-A-007,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Niswazin,Liquid,Sharbat Niswan,U-6-A-008,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Deenar,Liquid,Sharbat Deenar,U-6-A-010,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Kirmin,Liquid,Sharbat Kirmin,U-6-A-011,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Reform-G,Liquid,Sharbat Jinsin,U-6-A-012,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Memovit,Liquid,Sharbat Dimaghi,U-6-A-013,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Ulsaced,Capsule,Sufoof Humuzin,U-6-A-009,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Gemoslim,Capsule,Qurs Muhazzil,U-6-A-014,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Fidget,Capsule,Habb-e Madar,U-6-A-015,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Function-G,Capsule,Habb-e Jalinoos,U-6-A-016,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Gm-Munish,Capsule,Habb-e Munish,U-6-A-017,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Decline,Capsule,Habb-e Suranjan,U-6-A-018,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Ulsezen,Capsule,Habb-e Mushahhi,U-6-A-019,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Cap Nigazin,Capsule,Habb-e Nishat,U-6-A-020,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Atfal,Liquid,Sharbat Atfal,U-53-A-034,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Amla,Liquid,Sharbat Amla,U-53-A-035,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-53-A-036,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Santara,Liquid,Sharbat Santara,U-53-A-038,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Seb,Liquid,Sharbat Seb,U-53-A-039,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-53-A-040,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Qurs Pechish,Tablet,Qurs Pechish,U-53-A-041,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Qurs Mulayin,Tablet,Qurs Mulayin,U-53-A-042,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Qurs Rehmin,Tablet,Qurs Rehmin,U-53-A-043,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habbe Azaraqi,Tablet,Habb-e Azaraqi,U-53-A-044,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habbe Bawaseer Badi,Tablet,Habb-e Bawaseer Badi,U-53-A-045,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habbe Shefa,Tablet,Habb-e Shefa,U-53-A-046,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),habbe Suzak,Tablet,Habb-e Suzak,U-53-A-047,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habbe Helteet,Tablet,Habb-e Helteet,U-53-A-048,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habbe Papita,Capsule,Habb-e Papita,U-53-A-049,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Habe Musaffi,Capsule,Habb-e Musaffi,U-53-A-050,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Marham Ajeeb,Malam,Marham Ajeeb,U-53-A-051,Unani,Not Specified
G.M. LABORATORIES LTD. (UNANI),Marham Kharish,Malam,Marham Kharish,U-53-A-052,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Arq Dashamool,Liquid,Arq Dashmool,U-302-A-001,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Arq Hazim,Liquid,Arq Hazim,U-302-A-002,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Gakajin,Liquid,Sharbat Jinsin,U-302-A-003,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Dyred,Liquid,Sharbat Belgiri,U-302-A-004,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Nisasom,Liquid,Sharbat Nisa,U-302-A-005,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Citrona,Liquid,Sharbat Buzuri,U-302-A-006,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Revolin,Liquid,Sharbat Misali,U-302-A-007,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Atodas,Liquid,Sharbat Ejaz,U-302-A-008,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),tila Mushki,Liquid,Tila Mushki,U-302-A-009,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Dinar,Liquid,Sharbat Deenar,U-302-A-010,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sunifa,Liquid,Sharbat Atfal,U-302-A-011,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Phalber,Capsule,Habb-e Munish,U-302-A-012,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Carides,Capsule,Qurs Espand,U-302-A-013,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Mellibit,Capsule,Qurs Ziabit,U-302-A-014,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Ginseng,Capsule,Ginseng,U-302-A-015,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Pirulin,Capsule,Spirulina,U-302-A-016,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Crosil,Capsule,Habb-e Nishat,U-302-A-017,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Aphrodis,Capsule,Habb-e Ambar Momiyaee,U-302-A-018,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Chiratacap,Capsule,Chirata,U-302-A-019,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Paijan,Capsule,Habb-e Suranjan,U-302-A-020,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Jiricap,Capsule,Habb-e Jiryan,U-302-A-021,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Safrose,Liquid,Sharbat Musaffi,U-302-A-022,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-302-A-023,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Vitaseb,Liquid,Sharbat Seb,U-302-A-024,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Virose,Liquid,Sharbat Mavez,U-302-A-025,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Elica,Liquid,Sharbat Amla,U-302-A-026,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Pailin,Capsule,Qurs Awja,U-302-A-027,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Fragmat,Capsule,Qurs Muqavvi Khas,U-302-A-028,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Lycin,Capsule,Sufoof Glycin,U-302-A-029,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Piloqil,Capsule,Habb-e Muqil,U-302-A-030,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Coshell,Capsule,Kushta Khare Mohra,U-302-A-031,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Habbe Hayateen Murakkab,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-302-A-032,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Coviten,Capsule,Habb-e Hayaeen Murakkab,U-302-A-033,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Arzani,Liquid,Sharbat Arzani,U-302-A-034,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Vasac,Liquid,Sharbat Vasac,U-302-A-035,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Sadar,Liquid,Sharbat Sadar,U-302-A-036,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-302-A-037,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-302-A-038,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Sharbat Angoor,Liquid,Sharbat Angoor,U-302-A-039,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Arq Lahsun,Liquid,Arq Lahsun,U-302-A-040,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Kushta Sadaf,Capsule,Kushta Sadaf,U-302-A-041,Unani,Not Specified
GAAKAJ LABORATORIES (UNANI),Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-302-A-042,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Galaxy Amloki Plus,Liquid,Sharbat Amla,U-177-A-012,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Sharbat Muqavvi,Liquid,Sharbat Muqavvi,U-177-A-013,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-177-A-014,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Sharat Mavez,Liquid,Sharbat Mavez,U-177-A-015,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-177-A-016,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Sharbat Atfal,Liquid,Sharbat Atfal,U-177-A-017,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Echinacea,Capsule,Echinacea,U-177-A-018,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Qurs Rhubarb,Capsule,Qurs Rhubarb,U-177-A-019,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Spirulina,Capsule,Spirulina,U-177-A-020,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Qurs Ziabit,Capsule,Qurs Ziabit,U-177-A-021,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Qurs Awja,Capsule,Qurs Awja,U-177-A-022,Unani,Not Specified
GALAXY LABORATORIES (UNANI),GL-Cofton,Liquid,Sharbat Ejaz,U-146-A-001,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Feroxel,Liquid,Sharbat Faulad,U-146-A-002,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Zymoliv,Liquid,Sharbat Deenar,U-146-A-003,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Golap Chandan,Liquid,Sharbat Gaozaban,U-146-A-004,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Alkogen,Liquid,Sharbat Buzuri,U-146-A-005,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Pepto-G,Liquid,Arq Nankha,U-146-A-006,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Galaxy-Pudina,Liquid,Arq Poodina,U-146-A-007,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Apple-G,Liquid,Sharbat Seb,U-146-A-008,Unani,Not Specified
GALAXY LABORATORIES (UNANI),GL-Janasin,Liquid,Sharbat Jinsin,U-146-A-009,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Mobic,Liquid,Sharbat Belgiri,U-146-A-010,Unani,Not Specified
GALAXY LABORATORIES (UNANI),Mensoto,Liquid,Sharbat Niswan,U-146-A-011,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Atfal,Liquid,Sharbat Atfal,U-124-A-012,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Kirmin,Liquid,Sharbat Kirmin,U-124-A-013,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-124-A-014,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Nazla,Liquid,Sharbat Nazla,U-124-A-015,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Shabat Niswan,Liquid,Sharbat Niswan,U-124-A-016,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Faulad,Liquid,Sharbat Faulad,U-124-A-001,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Arq Nankha,Liquid,Arq Nankha,U-124-A-002,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Arq Dasmul,Liquid,Arq Dashmool,U-124-A-003,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Marham Ajeeb,Ointment,Marham Ajeeb,U-124-A-004,Unani,Not Specified
GAZI LABORATORIES (UNANI) BANGLADESH,Sharbat Zufa,Liquid,Sharbat Zoofa,U-124-A-005,Unani,Not Specified
