name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Osti,Tablet,Avena Sativa,020-013-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Laxabex,Powder,Ispaghula Husk,020-014-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Teabex,Tablet,Green Tea,020-015-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bexizole,Capsule,Peppermint Oil,020-016-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Max-Q 100,Tablet,Coenzyme Q-10,020-045-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Brainfit 60,Tablet,Sage (Salvia Officinalis),020-046-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Xbion-CD,Tablet,Buchu (Agathosma Betulina),020-047-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Neuroguard,Capsule,Goldenrod (Solodago Virgauria),020-048-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),CD-Bion,Capsule,Lavender (Lavendula Angustifolia),020-049-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Ironorm,Tablet,Gotu Kola (Centella Asiatica),020-050-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Malato-10,Tablet,Avena Sativa,020-051-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),PPbex-30,Capsule,Aloevera,020-052-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Piru-Fort 250,Tablet,Spirulina,020-053-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bexy-Fort,Capsule,Spirulina,020-0001-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Easy-X,Capsule,Ginseng,020-0002-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Gingobex,Capsule,Ginkgo,020-0003-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Fertil-Fast,Capsule,Coenzyme Q-10,020-044-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bex-30,Syrup,Ginseng,020-040-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bio Fort,Capsule,Probiotic Saccharomyces Boulardii,020-038-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Biofast,Capsule,Probiotic Saccharomyces Boulardii,020-036-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),ST-Bex,Capsule,St. John's Wort,020-032-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Gluco-CMC,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride + MSM,020-128-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Varibex,Capsule,Valerian,020-0004-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Sily-X,Capsule,Silymarin,020-0005-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Xfort Plus,Tablet,Yohimbine Hydrochloride,020-0006-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Sonabex,Capsule,Pumpkin,020-0007-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bexwort,Capsule,St. John's Wort,020-0008-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Exo-Plus,Capsule,Spirulina,020-017-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Nutribex,Capsule,Spirulina,020-018-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Pycnobex,Capsule,Pycnogenol,020-019-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Pilogel,Powder,Psyllium Husk,020-020-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Gynobex,Capsule,Black Cohosh,020-021-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Rim Rose-N,Capsule,Evening Primrose Oil,020-022-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Sweetex-N,Tablet,Stevia,020-023-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Eyfit,Capsule,Bilberry Fruits,020-025-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),FM Plus,Capsule,Dongque,020-026-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bliss Plus,Capsule,Aswagandha,020-027-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),D-Fit,Capsule,Bitter Melon (Korola),020-028-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Sily Easy,Capsule,Silymarin,020-029-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Urofast,Capsule,Saw Palmetto,020-030-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bio Easylax,Powder,Ispaghula Husk + Sona pata,020-031-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Monotab,Tablet,Red Clover,020-033-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Clover-N,Capsule,Red Clover,020-034-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),B-Kill,Capsule,Probiotics,020-035-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Omi-3,Capsule,Omega 3 Fish Oil,020-037-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Planto-Fort,Powder,Plantago Ovata,020-039-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Ginseng,Syrup,Ginseng,020-040-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Biomax-70,Tablet,Ginkgo,020-041-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Neobex,Capsule,Ganoderma Lucidam,020-042-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Spermgain,Capsule,Coenzyme Q-10,020-043-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Testobex,Capsule,Fenugreek Extract,020-088-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Menaq7,Capsule,Menaquinone,020-089-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Acnenil,Oil (Liquid),Neem Oil Extract 2% + Tea Tre Oil 1%,020-090-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Ketobar,Soap Bar,Cade Oil + Coal Tar Oil / Pine Tar Oil,020-091-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Ultrabio,Capsule,Lactobacillus Fermentum (CECT5716),020-092-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Hyaron-50,Capsule,Hyaluronic Acid,020-093-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Alcare-N,Tablet,Biotin,020-094-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),O-Care,Tablet,Boron as Calcium Fructoborate + Boswellia Serrata + Glucosamine Sulfate Potassium Chloride + Undenatured Type II Collagen,020-095-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Livercare,Capsule,Silymarin,020-096-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Liver Fast,Tablet,Silymarin,020-098-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Eye-Fast,Capsule,Bilberry Fruits,020-099-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),I-Care,Tablet,Bilberry Fruits,020-100-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bilo-X,Capsule,Ginkgo Biloba,020-101-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Bioq-150,Capsule,Coenzyme Q-10,020-102-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Gastobex,Capsule,Cinnamon Oil,020-140-94,Herbal,Not Specified
BEXTER HERBAL & NUTRACEUTICALS (HERBAL),Meltiz-5,Tablet,Melatonin,--94,Herbal,Not Specified
CENTURY MEDICARE LIMITED (HERBAL),CML Probiotic,Powder,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),040-001-94,Herbal,Not Specified
CENTURY MEDICARE LIMITED (HERBAL),CML Probiotic,Capsule,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),040-002-94,Herbal,Not Specified
CENTURY MEDICARE LIMITED (HERBAL),UPR,Capsule,Cranberry Concentrate Powder,040-003-94,Herbal,Not Specified
CENTURY MEDICARE LIMITED (HERBAL),MCN,Capsule,Soy Isoflavones,040-004-94,Herbal,Not Specified
CENTURY MEDICARE LIMITED (HERBAL),G-Plus,Capsule,Ginkgo Biloba + Panax Ginseng,040-005-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Zerocof,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,008-007-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Diabio,Tablet,Stevia Leave Powder,008-008-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Pameto,Capsule,Saw Palmetto,008-009-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Green Tea,Tablet,Green Tea,008-010-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Xiseng 500 mg,Capsule,Ginseng,008-0001-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Superlina 500 mg,Capsule,Spirulina,008-0002-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Gingo 60 mg,Capsule,Ginkgo,008-0003-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Silarin 70,Capsule,Silymarin,008-0004-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Silarin 140 mg,Capsule,Silymarin,008-0005-94,Herbal,Not Specified
CHEMIST HERBAL CARE & NUTRACEUTICALS LTD.,Wort,Capsule,St. John's Wort,008-0006-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Cranberry,Capsule,Vaccinium Macrocarpon,031-020-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Proanthocyanidins,Capsule,French Maritime Pine Bark Extract,031-019-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Organic Bitter Melon,Capsule,Momordica Charantia,031-018-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Coenzyme,Tablet,Coenzyme Q-10,031-017-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Zema,Ointment,Marigold,031-007-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Probiotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,031-008-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,PG Care,Capsule,Saw Palmetto,031-009-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Arex,Tablet,Yohimbine Hydrochloride,031-010-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Silma,Capsule,Silymarin,031-011-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Anflu,Capsule,Andrographis,031-012-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Kohos,Capsule,Black Cohosh,031-013-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Eyecap,Capsule,Bilberry Fruits,031-014-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Decold,Capsule,Echinacea,031-015-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Lipocare,Capsule,Garlic,031-016-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Tensof,Capsule,St. John's Wort,031-001-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,DP Green Tea,Tablet,Green Tea,031-002-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Spirulaid,Capsule,Spirulina,031-003-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Deloba,Capsule,Ginkgo,031-004-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Panaxlaid,Capsule,Ginseng,031-006-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Laxova,Powder,Ispaghula Husk,031-005-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Truvia,Powder,Rebaudioside A,031-026-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Morifit,Capsule,Moringa Leaf Powder,031-033-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Senarich,Powder,Psyllium Husk + Senna,031-021-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Garliva,Powder,Garlic Powder,031-024-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Curcuma,Tablet,Turmeric Powdered Extract,031-025-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Gastrosoy,Tablet,Fermented Soy,031-027-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Menobery,Capsule,Chaste Berry,031-028-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Chirota,Capsule,Chirata,031-029-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Libijoy,Capsule,Damiana,031-030-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Docusoft,Tablet,Calcium Sennosides + Docusate Sodium,031-031-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Burnheal,Ointment,B-Sitosterol,031-032-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Lactoflow,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,031-022-94,Herbal,Not Specified
DEEPLAID HERBAL & NUTRACEUTICALS LTD.,Osteofix,Capsule,Chondroitin + Glucosamine + Undenatured Type II Collagen,031-023-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Thyvy,Syrup,IVY Leaf + Thyme dry extract,011-064-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Laxadil-EP,Effervescent Granules,Ispaghula Husk,011-065-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Biloba 120 Hard Capsule,Capsule,Ginkgo,011-0015-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Garlicap 20,Soft Gelatin Capsule,Garlic Oil,011-0016-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Dermagold,Ointment,Marigold,011-056-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Arnisep,Ointment,Arnica Flower,011-057-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Primacap,Capsule,Evening Primrose Oil,011-058-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Alocap,Capsule,Aloevera,011-059-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Prolacto-S,Capsule,Probiotic Blend,011-197-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Bioglow-HC,Soft Gelatin Capsule,Biotin + Hydrolyzed Collagen + Vitamin C (L-Ascorbic Acid),011-198-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Coco Oil,Oil (Liquid),Coconut Oil (Organic Extra Virgin),011-199-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Cococap-1000,Soft Gelatin Capsule,Coconut Oil (Organic Extra Virgin),011-200-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Supraplex,Soft Gelatin Capsule,Biotin + Choline + Folate + Inositol + Niacin as Niacinamide + Pantothenic Acid + Vitamin B1 (Thiamine) + Vitamin B12 (Cyanocobalamin) + Vitamin B2 (Riboflavin) + Vitamin B6 (Pyridixine Hydrochloride),011-201-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Ocuberry-160,Capsule,Bilberry Fruits,011-071-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Ocuberry-80,Capsule,Bilberry Fruits,011-070-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Melbit,Capsule,Bitter Melon (Korola),011-0017-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Anros 400,Capsule,Andrographis,011-0018-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Dalion,Capsule,Dandelion,011-0019-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Jarira,Capsule,Chirata,011-0020-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Grape Seed-20,Soft Gelatin Capsule,Grape Seed Extract,011-085-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Lycopene-20,Soft Gelatin Capsule,Lycopene (From Natural Tomato Extract),011-086-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Lycopene-40,Soft Gelatin Capsule,Lycopene (From Natural Tomato Extract),011-087-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Aloe Vera Extract,Soft Gelatin Capsule,Aloevera,011-089-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Sesame Oil 1000,Soft Gelatin Capsule,Sesame Oil,011-090-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Rice Bran Oil & Gamma Oryzanol,Soft Gelatin Capsule,Gamma Oryzanol + Rice Bran Oil + Vitamin E Acetate,011-091-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Ginsen Hard Capsule,Capsule,Ginseng,011-0001-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Dort Hard Capsule,Capsule,St. John's Wort,011-0002-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Biloba,Capsule,Ginkgo,011-0003-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Garlicap Soft Gelatin,Soft Gelatin Capsule,Garlic Oil,011-0004-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Primacap,Soft Gelatin Capsule,Evening Primrose Oil,011-0005-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Spirucap,Capsule,Spirulina,011-0007-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Laxadil,Powder,Ispaghula Husk,011-0008-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Menoherb 40,Capsule,Black Cohosh,011-034-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Valia 300,Tablet,Valerian,011-035-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Valia,Capsule,Valerian,011-036-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Green T 100,Tablet,Green Tea,011-037-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Devas,Syrup,Adhatoda Vasica,011-0006-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Prolacto,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,011-0013-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Anros,Capsule,Andrographis,011-0012-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Nacea,Capsule,Echinacea,011-0011-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Hepanor,Capsule,Milk Thistle,011-0010-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Palmetto,Capsule,Saw Palmetto,011-0009-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Cozyme 100,Capsule,Coenzyme Q-10,011-043-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Chamol 350,Capsule,Chamomile (Dried Powder),011-045-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Chamol 360,Capsule,Chamomile (Dried Powder),011-046-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Flavon,Capsule,Soy Isoflavones,011-047-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Lecicap,Capsule,Soy Lecithin,011-048-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Berry,Capsule,Cranberry Concentrate Powder,011-049-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Cinna Pure,Capsule,Cinnamon Oil,011-050-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Valia 445,Capsule,Valerian,011-061-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Moura Hard Capsule,Capsule,Muira Puama,011-088-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Coconut Oil,Capsule,Coconut Oil (Organic Extra Virgin),011-095-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Bioglo-1000,Soft Gelatin Capsule,Biotin,011-141-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),E-Cap N 200,Soft Gelatin Capsule,d-Alpha Tocopherol (Vitamin E),011-142-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),E-Cap N 400,Soft Gelatin Capsule,d-Alpha Tocopherol (Vitamin E),011-143-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Bioglo-2500,Soft Gelatin Capsule,Biotin,011-147-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Urican,Capsule,Cranberry Concentrate Powder,011-150-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Ibsera,Capsule,Bifidobacterium Animals + Bifidobacterium bifidum + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Casei + lactobacillus Reuteri + Lactobacillus Rhamnosus,011-149-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Carica,Capsule,Carica Papaya,011-148-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Nemhoney Toothpaste,Toothpaste,Aloevera + Amla + Cinnamon Extract + Clove (Liquid) + Fennel Extract + Honey Liquid + Karpur + Mint Oil + Neem Extract + Potassium Nitrate + Tulsi Extract + Zinc Oxide,011-170-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Clovmint,Toothpaste,Black Piper + Clove (Liquid) + Garlic + Ginger + Karpur + Long Pepper + Pudina Satva + Tomar Seed,011-171-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Mintek,Soft Gelatin Capsule,Peppermint Oil,011-0014-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Hepanor 70,Capsule,Silymarin,011-030-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Yobin,Tablet,Yohimbine Hydrochloride,011-031-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Biogut 250,Capsule,Saccharomyces Boulardii,011-033-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),D-Flax Soft Gelatin Capsule,Soft Gelatin Capsule,Flaxseed Oil,011-116-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Hepanor 140,Capsule,Silymarin,011-038-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Cozyme 50,Capsule,Coenzyme Q-10,011-040-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),OMG 3-500,Capsule,Omega 3 Fish Oil,011-042-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Hepanor,Syrup,Silymarin,011-039-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Melbit-450,Capsule,Bitter Melon (Korola),011-073-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Melbit-500,Capsule,Bitter Melon (Korola),011-074-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Astaking-2,Capsule,Astaxanthin,011-075-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Astaking-4,Capsule,Astaxanthin,011-076-94,Herbal,Not Specified
DRUG INTERNATIONAL LTD. (HERBAL DIVISION),Primacap-500,Capsule,Evening Primrose Oil,011-077-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Prostex,Capsule,Serenoa Repens,057-001-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Neoliv,Capsule,Silymarin,057-003-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Prostex,Capsule,Saw Palmetto,057-004-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Cardia,Capsule,Garlic,057-005-94,Herbal,Not Specified
