name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Kreosotum,Liquid,Not Specified,H-64-A-006,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Plantago Major,Liquid,Not Specified,H-64-A-007,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Acid Phosphoricum,Liquid,Not Specified,H-64-A-008,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Arnica Montana,Liquid,Not Specified,H-64-A-009,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Calendula Officinalis,Liquid,Not Specified,H-64-A-010,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Ceanothus Americanus,Liquid,Not Specified,H-64-A-011,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Cinchona Officinalis (China),Liquid,Not Specified,H-64-A-012,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hydrastis Canadinsis,Liquid,Not Specified,H-64-A-014,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Nux Vomica,Liquid,Not Specified,H-64-A-015,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Euphrasia Officinalis,Liquid,Not Specified,H-64-A-016,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Syzygium Jambolanum,Liquid,Not Specified,H-64-A-017,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Terminalia Arjuna,Liquid,Not Specified,H-64-A-018,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Avena Sativa,Liquid,Not Specified,H-64-A-019,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Kalmegh,Liquid,Not Specified,H-64-A-020,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Medicago Sativa (Alfalfa),Liquid,Not Specified,H-64-A-021,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Alstonia Scholaris,Liquid,Not Specified,H-64-A-022,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Sepia,Liquid,Not Specified,H-64-A-023,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Holarrhena Antidysentrica,Liquid,Not Specified,H-64-A-024,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Jonosia Asoka,Liquid,Not Specified,H-64-A-025,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Justicia Adhatoda,Liquid,Not Specified,H-64-A-026,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Agnus Castus,Liquid,Not Specified,H-64-A-027,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Amloki,Liquid,Not Specified,H-64-A-028,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Anacardium Orientale,Liquid,Not Specified,H-64-A-029,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Asvagandha,Liquid,Not Specified,H-64-A-030,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Belladonna,Liquid,Not Specified,H-64-A-031,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Blatta Orientalis,Liquid,Not Specified,H-64-A-032,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Borax (Powder),Liquid,Not Specified,H-64-A-033,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Bryonia Albaum,Liquid,Not Specified,H-64-A-034,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Capcicum Annum,Liquid,Not Specified,H-64-A-035,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Carica Papaya,Liquid,Not Specified,H-64-A-036,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Cassia Sophera,Liquid,Not Specified,H-64-A-037,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Chelidonium Majus,Liquid,Not Specified,H-64-A-038,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Damiana,Liquid,Not Specified,H-64-A-039,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Desmodium Gangeticum,Liquid,Not Specified,H-64-A-040,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Ginseng,Liquid,Not Specified,H-64-A-041,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Graphites,Liquid,Graphites 3X,H-64-A-042,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hydrocotyle Asiatic,Liquid,Not Specified,H-64-A-043,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Mullein (Verbascum Thapasus),Liquid,Not Specified,H-64-A-044,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Ocimum Sanctum,Liquid,Not Specified,H-64-A-045,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Phytolacca Decandra,Liquid,Not Specified,H-64-A-046,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Rauwolfia Serpentina,Liquid,Not Specified,H-64-A-047,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Salix Nigra,Liquid,Not Specified,H-64-A-048,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Sabal Serrulata,Liquid,Not Specified,H-64-A-049,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Santonine 1X,Tablet,Santonine 1X,H-64-A-050,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Sarsaparilla,Liquid,Not Specified,H-64-A-051,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Leucorrhoea,Liquid,Alumina 6C + Borax 6C + Creosptum 6X + Pulsatilla 6X + Sepia 6C,H-64-A-052,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Babya Vita,Liquid,Avena Sat 4X + Calcium Carbonate 30 + Carica pap 4X + Chamomilla 4X + Cinamon 3X + Illicum Anisatum 4X + Zingiber off 6X,H-64-A-53,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Brainton,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Magnesium Phosphate + Nat Phos 3X,H-64-A-54,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Asthmanil,Tablet,Not Specified,H-64-A-55,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Vita,Tablet,Not Specified,H-64-A-57,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Ginseng,Solid,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-64-A-58,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepcolivergin,Drops,Andrographis Peniculata-18X + Baptisia + Bita Vulj-6 + Carduus Mar. 4x + Chelidonium-2X + Cianothus-3X + Echinacea Purf 3X,H-64-A-60,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Bloodgin,Drops,Acid Formic 5X + Acid Tart 4X + Cobalt Nit 5X + Cuprum Aset 5X + Ferrum Phos 5X + Magnum Acet 5X + Mg Borocytrate 5X + Zinc Sulphate 5X,H-64-A-61,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Digestol,Drops,Carduus Mar. 4x + Chelidonium Maj. 5x + Fumaria 2x + Magnesium Sulph. 4x + Ptelea Trifoliata 3x + Sulphur 7x,H-64-A-62,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Gastol,Drops,Acid Sulph. 4x + Capsicum 3x + Nat Phos 3X + Phosphorus 5x + Robinia 2x,H-64-A-63,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Diabacure,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-64-A-64,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Heartgin,Drops,Not Specified,H-64-A-65,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Fevergin,Liquid,Not Specified,H-64-A-66,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Alfalfaton,Drops,Not Specified,H-64-A-67,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Karna Cure,Drops,Succus Verbascum,H-64-A-68,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Nilcough,Drops,Not Specified,H-64-A-69,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepco Sexuvit,Drops,Not Specified,H-64-A-70,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-64-A-72,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-64-A-73,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,kali Muriat,Tablet,Kali Muriaticum,H-64-A-74,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Calcarea Flourica,Tablet,Calcarea Fluorica,H-64-A-75,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Calcarea phospho,Tablet,Calcarea Phosphorica,H-64-A-76,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-64-A-77,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-64-A-78,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-64-A-79,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Natrum Phosphorica,Tablet,Natrum Phosphoricum,H-64-A-80,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-64-A-81,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-64-A-82,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Silicea,Tablet,Silicea,H-64-A-83,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hekeal Lava,Tablet,Hekla Lava/Hecla Lava,H-64-A-84,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Selenium,Tablet,Selenium,H-64-A-85,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Titanium,Tablet,Titanium,H-64-A-86,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Aurum Muriaticum Natronatum,Tablet,Aurum Muriaticum Natronatum 3X,H-64-A-87,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Uranium Nitricum,Tablet,Uranium Nitricum1X-6X,H-64-A-88,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Hepar Sulphur,Tablet,Hepar Sulphur,H-64-A-90,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Cholesterinum,Tablet,Cholesterinum 1X-6X,H-64-A-89,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Arsenium Sulphuratum Flavum,Tablet,Arsenicum Sulphuratum Flavum 3X,H-64-A-91,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Carbo Veg,Tablet,Carbo Vagetabilis,H-64-A-92,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Oleum Jercoris,Tablet,Oleum Jecoris 1X-6X,H-64-A-93,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Kali Bechromicum,Liquid,Kali Bechromicum 1X-2X,H-64-A-94,Homeopathic,Not Specified
HAHNEMANN (HOMOEO) PHARMACEUTICAL CO.,Sangunrria Nit,Tablet,Sanguinaria Nit 3x,H-64-A-95,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Apis Mellifica,Liquid,Not Specified,H-16-A-1,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Hydratis Can.,Liquid,Not Specified,H-16-A-3,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Crataegus Ox.,Liquid,Not Specified,H-16-A-4,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Berberis Vulgaris,Liquid,Not Specified,H-16-A-5,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Calendula Off.,Liquid,Not Specified,H-16-A-6,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Avena Sativa,Liquid,Not Specified,H-16-A-7,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Chelidonium Majus,Liquid,Not Specified,H-16-A-8,Homeopathic,Not Specified
HELAL & CO. HOMOEO LAB. LTD.,Kreosotum,Liquid,Kreosote,H-16-A-2,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Aconite Napellus Ø,Liquid,Not Specified,H-64-A-1,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Globules,Tablet,Globules,H-64-A-25,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Santonine,Tablet,Santonine 1X,H-64-A-33,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Coughrex,Syrup,Not Specified,H-64-A-71,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Babylin,Syrup,Not Specified,H-64-A-73,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Vitabuksh,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Magnesium Phosphate + Nat Phos 3X,H-64-A-84,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Nux Vomica-Q,Liquid,Not Specified,H-64-A-2,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Medicago Sativa (Alfalfa)-Q,Liquid,Not Specified,H-64-A-3,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Cinchona Officinalis (China),Liquid,Not Specified,H-64-A-4,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Syzygium Jam-Q,Liquid,Not Specified,H-64-A-5,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Avena Sativa-Q,Liquid,Not Specified,H-64-A-6,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Justicia A-Q,Liquid,Not Specified,H-64-A-7,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Arjuna-Q,Liquid,Arjuna,H-64-A-8,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Asoka-Q,Liquid,Asoka,H-64-A-9,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Amloki-Q,Liquid,Not Specified,H-64-A-10,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Andraographics(Kalmegh),Liquid,Not Specified,H-64-A-11,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Pulsatilla-Q,Liquid,Not Specified,H-64-A-12,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Mullein-Q,Liquid,Not Specified,H-64-A-13,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Euphrasia-Q,Liquid,Not Specified,H-64-A-14,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Ginseng-Q,Liquid,Ginseng,H-64-A-15,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Holarrhena-Q,Liquid,Not Specified,H-64-A-16,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Borax-Q,Liquid,Not Specified,H-64-A-17,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Capsicum-Q,Liquid,Not Specified,H-64-A-18,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Hydrastis Can-Q,Liquid,Not Specified,H-64-A-19,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Chelidonium-Q,Liquid,Not Specified,H-64-A-20,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Thuja Occ-Q,Liquid,Not Specified,H-64-A-21,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Aswagandha-Q,Liquid,Aswagandha,H-64-A-22,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Blatta Ori-Q,Liquid,Not Specified,H-64-A-23,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Carica Papaya-Q,Liquid,Not Specified,H-64-A-24,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Colocynthis-Q,Liquid,Not Specified,H-64-A-41,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Ipecacuanha-Q,Liquid,Not Specified,H-64-A-42,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Arnica Montana-Q,Liquid,Not Specified,H-64-A-43,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Aralia Race-Q,Liquid,Not Specified,H-64-A-44,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Plantago Maj-Q,Liquid,Not Specified,H-64-A-45,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Ocimum Sanctum-Q,Liquid,Not Specified,H-64-A-46,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Sabal Ser-Q,Liquid,Not Specified,H-64-A-47,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Echinacea-Q,Liquid,Not Specified,H-64-A-48,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Creosotum-Q,Liquid,Creosotum,H-64-A-49,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Rauwolfia-Q,Liquid,Not Specified,H-64-A-50,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Yuhimbinum-Q,Liquid,Yohimbinum,H-64-A-51,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Podophyllum-Q,Liquid,Not Specified,H-64-A-52,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Rhus Tox-Q,Liquid,Not Specified,H-64-A-53,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Uranium Nitricum-Q,Liquid,Not Specified,H-64-A-54,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Agnus Castus-Q,Liquid,Not Specified,H-64-A-68,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Cantharis-Q,Liquid,Not Specified,H-64-A-69,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-64-A-26,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-64-A-27,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Calcarea Phosphoricum,Tablet,Calcarea Phosphorica,H-64-A-28,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-64-A-29,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-64-A-30,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Magnesia Phosphoricum,Tablet,Magnesia Phosphorica,H-64-A-31,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Silicea,Tablet,Silicea,H-64-A-32,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-64-A-38,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-64-A-39,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-64-A-40,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Graphaties,Tablet,Graphites,H-64-A-55,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Calcarea Carb,Tablet,Calcarea Carb,H-64-A-56,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Titanium,Tablet,Titanium,H-64-A-57,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Antimonium Tart,Tablet,Antimonium Tart,H-64-A-58,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Arsenium Sulph,Tablet,Arsenicum Sulphuratum Flavum 3X,H-64-A-59,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-64-A-65,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Hecla Lava,Tablet,Hekla Lava/Hecla Lava,H-64-A-66,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Selenium,Tablet,Selenium,H-64-A-67,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Heper Sulph,Tablet,Heper Sulphurics Calcareum,H-64-A-34,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Marc Sol,Tablet,Marc Sol,H-64-A-35,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Oleum Jac,Tablet,Oleum Jac 3X,H-64-A-36,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Cantharis,Ointment,Not Specified,H-64-A-60,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Calendula,Ointment,Not Specified,H-64-A-61,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Aesculus Hipp,Ointment,Aesculus Hipp,H-64-A-62,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Arnica,Ointment,Arnica Flower,H-64-A-63,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Rhus Tox,Ointment,Not Specified,H-64-A-64,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Alfaton,Syrup,Not Specified,H-64-A-70,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Trefola,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-64-A-72,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Iodate,Syrup,Not Specified,H-64-A-74,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Azmalin,Drops,Not Specified,H-64-A-76,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Gastocure,Drops,Acid Sulph. 4x + Capsicum 3x + Nat Phos 3X + Phosphorus 5x + Robinia 2x,H-64-A-77,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Asqular,Drops,Aesculus 1X + Arnica 2X + Carddus Mar 1X + Collinsonia 1X + Kali Flour 6X,H-64-A-78,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Profest,Drops,Aconite Nap 4X + Chimaphila 3X + Coccus 6X + Echinacea Purf 3X + Solidago 3X + Uva Ursi 3X,H-64-A-79,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Phytolock,Tablet,Not Specified,H-64-A-80,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Leucobuksh,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-64-A-81,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Ambra Forte,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-64-A-82,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Gastogin,Tablet,Arsenicum Alb 5X + Bismutum Subnitricum 2X + Capsicum 5X + Iris 3X + Robinia Pseudacacia,H-64-A-83,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Diabuksh,Tablet,Cal Phos 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-64-A-85,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Cactas,Tablet,Not Specified,H-64-A-86,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Strobuksh,Tablet,Atropinum Sulph 5X + Heper Sulph 3X + Kali Bi 4X + Marc Bin Iod 8X + Silicea 2X,H-64-A-87,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Adetit,Tablet,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-64-A-88,Homeopathic,Not Specified
J. BUKSH & CO. LTD,Aedobuksh,Tablet,Aconite Nap 7X + Bryonia Alb 7X + Eupatorium 7X + Gelsemium 7X + Ipecac 6X + Phosphorus 12x,H-64-A-89,Homeopathic,Not Specified
KOROTOWA HOMOEO HALL & LABORATORY,Andrographis Paniculata,Liquid,Not Specified,H-74-A-2,Homeopathic,Not Specified
KOROTOWA HOMOEO HALL & LABORATORY,Justica Adhatoda,Liquid,Not Specified,H-74-A-2,Homeopathic,Not Specified
KOROTOWA HOMOEO HALL & LABORATORY,Terminalia Arjuna,Liquid,Not Specified,H-74-A-4,Homeopathic,Not Specified
KOROTOWA HOMOEO HALL & LABORATORY,Nux Vomica,Liquid,Not Specified,H-74-A-5,Homeopathic,Not Specified
MASUD HOMOEO LABORATORIES  LTD.,Arnica Montana,Liquid,Not Specified,H-65-A-1,Homeopathic,Not Specified
MASUD HOMOEO LABORATORIES  LTD.,Hydratis Can.,Liquid,Not Specified,H-65-A-2,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Acomax,Liquid,Not Specified,H-46-A-001,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Nux Vomica,Liquid,Not Specified,H-46-A-002,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Justicia Adhatoda,Liquid,Not Specified,H-46-A-003,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Cinchona Officinalis (China),Liquid,Not Specified,H-46-A-004,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-46-A-005,Homeopathic,Not Specified
MAXFAIR & COMPANY LTD. HOMOEO,Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-46-A-006,Homeopathic,Not Specified
